,PlayerA_name,PlayerB_name,Year,Day,PlayerA_id,PlayerB_id,Win%_diff,height_diff,age_diff,rank_diff,rank_points_diff,ace_diff,df_diff,svpt_diff,1stIn_diff,1stWon_diff,2ndWon_diff,SvGms_diff,bpSaved_diff,bpFaced_diff,minutes_diff,bestof_diff,hand_L_diff,hand_R_diff,best_of,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
1133,JIM COURIER,ARNAUD BOETSCH,1996,328,101793.000000,101589.000000,0.000000,0.314089,-0.678391,-2.401837,0.376322,0.346605,-0.025472,1.683119,2.100926,2.348207,0.289195,1.984129,-0.850565,-0.959136,1.001176,0.437338,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1134,MICHAEL CHANG,MARK PHILIPPOUSSIS,1996,328,102021.000000,102882.000000,0.000000,-3.071738,1.605162,-2.579593,0.832664,-2.024045,-4.109975,-0.952751,-1.338522,-2.316003,0.885937,-0.612709,0.881215,0.895916,-0.013243,-0.149290,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1135,FELIX MANTILLA,MARC ROSSET,1996,328,102456.000000,101820.000000,0.000000,-3.104230,-1.296238,-1.318290,0.289901,-2.407775,-2.281689,-0.174999,0.843086,-1.052748,-1.121837,-0.232285,1.856412,2.965231,-0.020525,0.207565,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1136,WAYNE FERREIRA,MAGNUS GUSTAFSSON,1996,328,101965.000000,101320.000000,0.000000,0.012656,-1.570658,-2.725205,0.780454,1.245947,-0.256827,2.010121,0.646734,1.348323,1.664806,1.774703,0.504663,0.292936,0.780888,0.236867,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1137,THOMAS ENQVIST,CARLOS MOYA,1996,328,102358.000000,102845.000000,0.000000,0.035514,1.014917,-0.847032,0.020299,2.095369,2.733895,0.186386,-1.288931,-0.207561,1.709713,0.344187,0.080950,-0.371048,-0.125298,-0.041227,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1138,PAUL HAARHUIS,TODD MARTIN,1996,328,101235.000000,101774.000000,0.000000,-1.394584,1.563758,2.401078,-0.530759,-1.629097,-0.442931,-0.455239,-0.122102,-0.990636,-0.892847,-0.167122,-0.502117,0.647322,-0.703648,0.200767,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1139,MALIVAI WASHINGTON,YEVGENY KAFELNIKOV,1996,328,101613.000000,102338.000000,0.000000,-1.446344,1.099242,1.497818,-0.473689,0.210398,-0.800723,0.906854,1.069989,0.926135,0.133399,0.643010,0.080924,0.242749,0.920023,0.156343,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1140,MICHAEL CHANG,ARNAUD BOETSCH,1996,328,102021.000000,101589.000000,0.000000,-1.096741,-0.980414,-3.699359,1.661459,0.379734,-0.767241,0.468887,0.213804,0.439055,0.728521,0.713353,-0.660704,-0.763798,0.517221,0.117453,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1141,MAGNUS GUSTAFSSON,MARC ROSSET,1996,328,101320.000000,101820.000000,0.000000,-2.269984,1.268636,0.995176,-0.186392,-2.092553,-0.826724,-1.951517,-0.632909,-1.832115,-1.777979,-2.134723,0.445256,0.790197,-1.061494,-0.097994,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1142,STEFAN EDBERG,THOMAS ENQVIST,1996,328,101222.000000,102358.000000,0.000000,-0.317680,2.307334,0.198271,0.063018,-1.369645,-0.629801,0.800321,1.321004,0.791707,0.192808,0.752310,0.716710,0.407587,0.723827,0.281874,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1143,PAUL HAARHUIS,YEVGENY KAFELNIKOV,1996,328,101235.000000,102338.000000,0.000000,-0.317680,2.307334,2.254706,-0.602659,-0.247209,-1.097371,0.475187,1.085677,0.563334,-0.636792,0.694579,0.123871,0.590417,0.287321,0.086401,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1144,THOMAS ENQVIST,MAGNUS GUSTAFSSON,1996,328,102358.000000,101320.000000,0.000000,0.740929,-2.005311,-1.279539,0.052827,1.570877,1.466823,0.856691,-0.342512,0.557280,0.969869,0.850907,-0.385401,-0.268476,-0.118416,0.069887,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1145,THOMAS ENQVIST,YEVGENY KAFELNIKOV,1996,328,102358.000000,102338.000000,0.000000,0.035514,0.108849,1.315505,-1.067388,0.959297,1.152183,-0.409951,-0.629763,-0.266461,-0.465465,-0.398978,-0.261825,-0.029338,-0.382954,-0.384106,0.000000,0.000000,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1146,ALBERTO BERASATEGUI,CARLOS MOYA,1996,218,102238.000000,102845.000000,0.000000,-2.526674,1.014917,0.778922,-0.145917,0.074195,0.148838,-0.737348,0.219347,-0.150759,-1.866355,-0.600522,0.950679,0.952961,-1.297218,0.388772,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1147,ALBERT COSTA,RENZO FURLAN,1996,218,102610.000000,101746.000000,0.000000,0.644590,-1.387464,-0.413005,0.016374,-1.003628,1.603331,2.221900,3.242554,2.257053,-1.347222,2.055280,-0.544584,0.346450,0.432558,-0.003759,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1148,ALBERTO BERASATEGUI,FELIX MANTILLA,1996,218,102238.000000,102456.000000,0.000000,-0.926756,0.186273,-0.779681,0.123342,-0.966092,-2.197031,-6.066480,-1.868218,-1.738728,-4.952029,-5.549782,-2.300110,-4.402572,-1.068196,-1.611228,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1149,ALBERT COSTA,YEVGENY KAFELNIKOV,1996,218,102610.000000,102338.000000,0.000000,-1.471655,-0.179373,1.965785,-1.155200,-1.076160,0.639237,1.935749,3.124279,1.919401,-1.896238,1.595455,0.314913,1.401459,0.510828,-0.118162,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1150,FELIX MANTILLA,ALBERT COSTA,1996,218,102456.000000,102610.000000,0.000000,0.060825,0.179373,0.953640,-0.048902,1.036015,-0.181856,2.857607,0.089968,0.232762,4.077092,2.909676,1.784601,3.020776,0.342161,1.460586,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1151,MICHAEL CHANG,ANDRE AGASSI,1996,72,102021.000000,101736.000000,0.000000,-0.644590,-0.692193,-0.231958,0.310749,0.349988,-0.532554,-0.845134,-1.771376,-1.524632,0.813213,-0.777806,0.260407,0.382987,0.520427,-0.290533,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1152,PETE SAMPRAS,ANDRE AGASSI,1996,72,101948.000000,101736.000000,0.000000,0.692760,-0.206975,0.339832,-0.760155,2.106364,1.351898,0.503079,-0.674034,0.412505,1.212482,0.348342,-0.170350,-0.482923,0.092028,-0.052732,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1153,JIM COURIER,TODD MARTIN,1996,135,101793.000000,101774.000000,0.000000,-1.846735,0.088147,-0.415284,0.144560,-1.227280,-0.019521,0.223178,0.134643,-0.025457,0.300857,0.617262,-0.890552,-0.338598,0.395773,0.194732,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1154,JIM COURIER,MARCELO RIOS,1996,135,101793.000000,102701.000000,0.000000,1.519825,1.682586,-1.208391,0.620883,0.882367,0.487319,2.958387,3.261235,3.116685,1.072906,2.864416,0.986232,0.337920,1.949234,0.717829,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1155,THOMAS MUSTER,MARCELO RIOS,1996,135,101404.000000,102701.000000,0.000000,0.644590,2.785650,-1.065817,0.867047,0.283569,0.958461,2.182375,2.517505,1.733666,0.742305,1.741024,1.880736,1.493899,1.050164,0.656037,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1156,RICHEY RENEBERG,MARK WOODFORDE,1996,245,101191.000000,101185.000000,0.000000,-1.144910,-0.053644,-1.536569,0.221358,-0.085069,-0.445900,0.786152,0.434066,0.668029,0.826542,1.180402,-0.801307,-0.410136,0.356379,0.254285,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1157,PETE SAMPRAS,MARK WOODFORDE,1996,245,101948.000000,101185.000000,0.000000,-0.435905,-1.717089,-2.796100,0.980672,1.998087,0.898798,2.029312,1.522234,2.728842,1.619164,2.082257,-1.022557,-1.682096,0.334503,0.331400,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1158,RICHARD KRAJICEK,THOMAS ENQVIST,1996,245,101990.000000,102358.000000,0.000000,0.810984,0.790319,-0.882998,0.712217,1.038414,-0.954412,1.040396,1.051743,1.275032,0.454303,1.045264,0.238795,0.024902,0.564330,0.305431,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1159,WAYNE FERREIRA,JIM COURIER,1996,245,101965.000000,101793.000000,0.000000,-0.012656,-0.206975,0.558111,-0.440105,0.321758,0.224998,-0.795313,-1.392373,-1.485625,-0.431540,-1.348024,0.866268,1.127684,-1.138238,-0.289029,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1160,THOMAS MUSTER,JASON STOLTENBERG,1996,245,101404.000000,101727.000000,0.000000,-0.766240,0.973513,-2.038959,0.738781,0.136197,0.303837,1.935114,2.077623,1.699429,1.275900,1.896418,2.456081,1.358243,0.848993,0.537736,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1161,PETE SAMPRAS,THOMAS ENQVIST,1996,245,101948.000000,102358.000000,0.000000,-0.740929,0.790319,-1.639886,1.556230,1.011619,-0.822234,1.947207,1.756778,2.115834,1.504003,1.800776,0.485386,-0.204509,0.988856,0.470112,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1162,GORAN IVANISEVIC,MICHAEL CHANG,1996,245,101964.000000,102021.000000,0.000000,2.648489,0.200075,-0.123831,0.176950,2.704744,1.690649,-0.261775,0.210868,1.205944,-0.782994,0.137083,-1.035570,-1.490651,-0.553699,0.027982,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1163,YEVGENY KAFELNIKOV,ANDRE AGASSI,1996,245,102338.000000,101736.000000,0.000000,1.471655,-1.296238,-0.773605,0.736518,0.368214,0.941661,-0.611461,-1.202739,-0.858546,0.310586,-0.597575,0.030986,-0.030751,0.099210,0.051634,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1164,WAYNE FERREIRA,THOMAS MUSTER,1996,245,101965.000000,101404.000000,0.000000,0.766240,-1.275536,0.417056,-0.208634,1.062746,-0.000730,-0.362631,-0.888642,-0.231311,-0.228016,-0.625643,-0.711185,-0.420633,-0.352059,-0.260564,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1165,MICHAEL CHANG,THOMAS ENQVIST,1996,245,102021.000000,102358.000000,0.000000,-2.225240,0.705994,-0.524930,0.306974,-0.895078,-2.069888,0.542004,-0.123571,-0.705498,1.306235,0.229188,1.202141,1.373153,0.362913,0.148259,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1166,ANDRE AGASSI,THOMAS MUSTER,1996,245,101736.000000,101404.000000,0.000000,-0.060825,-0.817922,0.989859,-1.003018,0.072557,-0.400253,0.002010,0.219111,0.342862,-0.519109,-0.115934,-0.934997,-0.735059,-0.668027,-0.081452,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1167,MICHAEL CHANG,ANDRE AGASSI,1996,245,102021.000000,101736.000000,0.000000,-0.644590,-0.692193,-0.881732,0.899728,0.505500,-0.326408,-0.512187,-1.586401,-1.292314,1.172445,-0.459503,0.287483,0.290119,0.573653,-0.243388,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1168,STEFAN EDBERG,MICHAEL CHANG,1996,239,101222.000000,102021.000000,0.000000,1.943074,2.012212,2.146833,-0.675071,-0.452192,1.624697,0.093890,1.125673,1.092365,-1.303838,0.271077,-0.067503,-0.234033,0.011776,0.085085,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1169,RICHARD KRAJICEK,MICHAEL CHANG,1996,239,101990.000000,102021.000000,0.000000,3.071738,0.200075,0.092422,0.138696,1.889825,1.402476,0.276728,0.907288,1.726230,-0.898725,0.526460,-1.006427,-1.278477,-0.195117,0.155980,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1170,JAN SIEMERINK,RICHARD KRAJICEK,1996,252,101733.000000,101990.000000,0.000000,-1.866003,0.390170,3.050598,-1.002545,-1.314524,1.026854,0.778891,0.510600,0.031727,0.842734,0.475547,1.534120,1.052807,-0.423062,-0.104097,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1171,JAN SIEMERINK,WAYNE FERREIRA,1996,252,101733.000000,101965.000000,0.000000,-0.314089,0.390170,2.834345,-0.778274,0.054732,1.604285,0.722776,0.640221,0.778818,0.814961,0.885915,0.372403,-0.256949,-0.425502,-0.006426,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1172,MARK PHILIPPOUSSIS,MARC ROSSET,1996,259,102882.000000,101820.000000,0.000000,-0.612098,-1.682586,1.752317,-0.305712,-0.782783,2.865462,-1.434512,-1.481185,-1.772667,-0.965137,-1.349103,-0.229505,0.578046,-1.065120,-0.260405,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1173,MALIVAI WASHINGTON,ALEX CORRETJA,1996,259,101613.000000,102374.000000,0.000000,-0.060825,1.591360,-1.712047,0.145853,0.718121,1.810941,0.363362,-1.395501,-0.292424,2.000195,-0.006101,-1.718594,-1.523377,-0.052007,0.268647,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1174,CEDRIC PIOLINE,TODD MARTIN,1996,259,101611.000000,101774.000000,0.000000,-1.523415,0.213876,0.089891,0.128838,-1.373209,0.556392,-0.150438,-0.510652,-0.764431,0.420551,-0.004499,-0.082954,0.383624,0.596846,0.159249,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1175,WAYNE FERREIRA,THOMAS ENQVIST,1996,259,101965.000000,102358.000000,0.000000,-0.718071,1.001116,0.017477,0.019870,-0.540944,-1.247334,1.024874,0.606220,0.125493,0.426167,0.303191,1.654124,1.821802,-0.080892,0.214320,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1176,WAYNE FERREIRA,TODD MARTIN,1996,259,101965.000000,101774.000000,0.000000,-1.846735,-0.206975,0.125604,0.017017,-0.763898,0.218249,-0.558425,-1.151736,-1.302937,-0.071954,-0.759086,0.043289,0.557043,-0.511086,-0.134538,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1177,ARNAUD BOETSCH,RICHEY RENEBERG,1996,334,101589.000000,101191.000000,0.000000,0.484074,-0.959712,-0.995935,0.164480,0.375587,0.265578,-0.174623,0.275669,0.702840,-0.088792,-0.185397,0.101833,-0.836124,0.580137,-0.194388,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1178,RICHEY RENEBERG,TODD MARTIN,1996,334,101191.000000,101774.000000,0.000000,-2.652080,1.421967,1.603920,-0.090407,-1.590241,-0.662810,-1.305855,-1.654760,-2.077910,0.047468,-0.811498,-1.023193,0.073508,-0.124169,-0.027938,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1179,TODD MARTIN,THOMAS ENQVIST,1996,334,101774.000000,102358.000000,0.000000,1.093150,0.797220,-0.016970,0.132327,0.232810,-1.445138,1.544117,1.851035,1.552979,0.480991,1.174425,1.435330,0.863346,0.775826,0.242356,0.000000,0.000000,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1180,TIM HENMAN,WAYNE FERREIRA,1996,314,102450.000000,101965.000000,0.000000,-0.012656,-0.790319,2.508445,-0.912512,-0.681603,-0.997677,-3.882304,-3.974789,-5.162204,-0.612334,-4.527304,-1.892434,-0.197504,-2.585789,-0.386506,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1181,RICHEY RENEBERG,WAYNE FERREIRA,1996,197,101191.000000,101965.000000,0.000000,-0.766240,1.865781,1.642671,-0.588645,-0.908427,-0.621076,-0.279487,-0.780130,-1.116686,0.403438,-0.089637,0.690346,1.001506,-0.293073,0.185567,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1182,PAUL HAARHUIS,THOMAS ENQVIST,1996,197,101235.000000,102358.000000,0.000000,-0.265920,2.476727,2.075431,-0.700856,-1.294255,-1.677671,1.171814,1.422153,0.317229,-0.068913,0.837376,0.749018,1.576429,-0.337024,0.407108,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1183,YEVGENY KAFELNIKOV,BYRON BLACK,1996,197,102338.000000,101647.000000,0.000000,2.151759,-1.394365,-1.821946,0.615280,0.991639,1.418736,1.926487,1.092633,1.909709,2.176350,1.653727,0.085545,-0.940236,0.792190,0.416722,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1184,JIM COURIER,RICHEY RENEBERG,1996,197,101793.000000,101191.000000,0.000000,0.766240,-1.563758,-2.075178,0.790089,0.519822,0.405832,1.033853,1.945522,2.318671,0.037950,1.207143,-1.321401,-1.831610,1.077707,0.088663,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1185,ALBERTO BERASATEGUI,MARCELO RIOS,1996,334,102238.000000,102701.000000,0.000000,-0.173172,0.481396,0.631031,-0.020667,-0.520145,-0.791087,0.736808,3.120728,2.079384,-2.848734,0.256193,1.085531,0.604523,0.186330,0.089593,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1186,MARK PHILIPPOUSSIS,THOMAS MUSTER,1996,149,102882.000000,101404.000000,0.000000,2.318154,-3.087673,2.687720,-1.126645,0.970325,4.343084,-1.270123,-1.992560,-0.999650,-0.517234,-1.087816,-1.572776,-1.071206,-0.618365,-0.691804,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1187,RICHEY RENEBERG,PETE SAMPRAS,1996,204,101191.000000,101948.000000,0.000000,-0.692760,1.717089,1.714831,-1.130391,-2.178539,-1.074779,-1.506191,-1.432781,-2.393486,-0.881143,-1.339880,0.618288,1.459164,-0.328492,-0.109262,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1188,CEDRIC PIOLINE,JAN SIEMERINK,1996,204,101611.000000,101733.000000,0.000000,0.721661,0.383269,0.127123,-0.082975,-1.049477,-0.736237,0.404464,-0.024681,-0.644795,-0.306220,-0.165412,0.944201,1.639062,0.667569,0.316885,-1.000000,1.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1189,MICHAEL CHANG,ALBERT COSTA,1996,204,102021.000000,102610.000000,0.000000,-0.644590,0.783418,-1.641152,1.159717,1.420960,-1.595185,-0.589282,-2.409708,-1.327423,3.074380,-0.675143,1.029816,-0.257858,0.353667,-0.023263,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1190,FELIX MANTILLA,PAUL HAARHUIS,1996,204,102456.000000,101235.000000,-0.337638,-1.144910,-2.476727,-0.021274,0.081258,0.357906,1.401316,4.185527,2.233032,1.842489,2.837114,3.913843,1.822479,3.436015,-3.785537,-3.540367,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1191,THOMAS ENQVIST,MALIVAI WASHINGTON,1996,204,102358.000000,101613.000000,0.000000,1.471655,-1.591360,-1.641911,0.658193,1.052389,1.164820,-0.993648,-0.731811,0.084713,-0.408694,-0.195258,-1.116482,-1.701589,-0.284046,-0.371042,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1192,RENZO FURLAN,TODD MARTIN,1996,204,101746.000000,101774.000000,0.000000,-3.357495,-0.088147,0.413005,0.015830,-1.325423,-0.578360,-1.668789,-1.538120,-1.765378,-0.547444,-1.213573,-0.704963,-0.078901,0.042681,-0.072299,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1193,PETE SAMPRAS,CEDRIC PIOLINE,1996,204,101948.000000,101611.000000,0.000000,-0.435905,-0.508998,-1.174197,0.995143,2.101828,0.398178,0.497979,0.349937,1.425867,0.729640,0.762017,-1.379577,-1.969407,-0.312469,0.034717,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1194,RICHARD KRAJICEK,MICHAEL STICH,1996,204,101990.000000,101529.000000,0.000000,0.516566,-0.811021,0.558870,-0.355300,0.782017,0.071323,-0.498634,-0.417524,-0.249261,-0.912967,-0.355011,-0.567620,-0.149687,-0.622530,-0.168028,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1195,MALIVAI WASHINGTON,PAUL HAARHUIS,1996,204,101613.000000,101235.000000,0.000000,-1.189489,-0.824822,-0.088118,-0.045299,0.131827,0.472002,-0.150422,-0.780437,-0.691364,0.522450,-0.715738,0.363875,0.377773,0.255688,-0.011836,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1196,PETE SAMPRAS,RICHARD KRAJICEK,1996,204,101948.000000,101990.000000,0.000000,-1.645231,-0.095048,-1.748266,2.038761,0.058460,-0.065315,0.929268,0.921610,1.106687,1.003063,0.812139,0.073751,-0.544197,0.708822,0.203689,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1197,TODD MARTIN,MALIVAI WASHINGTON,1996,204,101774.000000,101613.000000,0.000000,2.600320,-0.383269,-0.668770,0.171987,1.429926,0.007477,0.743109,1.124500,1.618908,0.045821,0.830852,0.688767,-0.288794,0.079153,-0.019650,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1198,MALIVAI WASHINGTON,RICHARD KRAJICEK,1996,204,101613.000000,101990.000000,0.000000,-2.350646,0.508998,0.306144,0.042576,-1.947770,-0.907350,0.013582,0.186842,-0.669396,-0.003929,-0.408634,0.508997,0.823514,0.563058,0.090683,0.000000,0.000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
