,PlayerA_name,PlayerB_name,Year,Day,PlayerA_id,PlayerB_id,Win%_diff,height_diff,age_diff,rank_diff,rank_points_diff,ace_diff,df_diff,svpt_diff,1stIn_diff,1stWon_diff,2ndWon_diff,SvGms_diff,bpSaved_diff,bpFaced_diff,minutes_diff,bestof_diff,hand_L_diff,hand_R_diff,best_of,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
1199,RENZO FURLAN,MARC ROSSET,1996,232,101746.000000,101820.000000,0.000000,-3.777154,0.088147,1.427177,-0.287312,-1.453585,-1.715914,-0.724834,-0.345458,-1.110334,-0.727205,-1.043641,1.029610,1.439752,-0.501153,0.216604,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1200,ANDRE AGASSI,WAYNE FERREIRA,1996,232,101736.000000,101965.000000,0.000000,-0.766240,0.390170,-0.091663,-0.001790,-0.911772,-0.500320,0.271497,1.093636,0.705898,-0.284728,0.506058,-0.572360,-0.663846,-0.149274,0.182838,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1201,FELIX MANTILLA,CARLOS MOYA,1996,252,102456.000000,102845.000000,0.000000,-1.446344,0.474495,-1.536063,0.256278,0.382238,0.303068,1.000619,0.601330,0.117328,0.484816,1.152663,4.929751,4.216688,0.631920,0.666667,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1202,PETR KORDA,CARLOS MOYA,1996,334,101434.000000,102845.000000,0.000000,0.035514,2.785650,1.103809,-0.222802,0.437681,3.209833,0.254064,-0.069637,0.236109,-0.203915,0.043169,1.669126,1.052217,0.074984,0.039931,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1203,PETR KORDA,GORAN IVANISEVIC,1996,334,101434.000000,101964.000000,0.000000,-0.487665,1.113044,2.362833,-0.556641,-2.948405,0.288991,0.116931,0.859664,-0.235078,-0.952932,0.056790,0.989066,1.132218,0.877515,-0.190016,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1204,GORAN IVANISEVIC,YEVGENY KAFELNIKOV,1996,334,101964.000000,102338.000000,0.000000,0.487665,0.699093,0.556592,-0.699963,2.781593,0.799656,-0.153972,-0.466667,0.412992,0.120160,-0.083873,-0.284034,-0.479292,-0.691145,-0.176221,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1205,ALBERT COSTA,MARCELO RIOS,1996,94,102610.000000,102701.000000,0.000000,0.814410,0.172472,-0.885023,0.218989,-0.308419,2.277779,2.938741,3.964964,3.473235,0.080463,3.414506,-2.206715,-1.758588,1.645154,0.379336,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1206,WAYNE FERREIRA,MARCELO RIOS,1996,94,101965.000000,102701.000000,0.000000,1.398175,1.310039,-0.631284,0.148392,1.382641,1.354004,2.665417,2.125590,2.131800,1.446973,1.909203,0.856482,0.591909,0.549966,0.456512,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1207,ANDREI MEDVEDEV,ARNAUD BOETSCH,1996,300,102446.000000,101589.000000,0.000000,1.442754,-1.591360,0.195486,0.057336,0.155907,-0.432267,0.246377,0.389287,0.430038,-0.175548,0.719250,-0.998883,-0.631243,0.083213,0.119003,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1208,JASON STOLTENBERG,THOMAS ENQVIST,1996,300,101727.000000,102358.000000,0.000000,-0.740929,0.797220,1.171159,-0.083103,-1.592002,-1.958953,-0.875764,-0.543785,-1.094613,-0.602109,-0.758362,-0.516350,0.063737,-0.038857,0.051388,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1209,THOMAS ENQVIST,MARCELO RIOS,1996,300,102358.000000,102701.000000,0.000000,2.151759,0.712894,0.775124,-0.428783,1.443064,1.924919,-0.059053,0.390590,0.847708,-1.217979,-0.483751,-0.473628,-0.848021,-0.462039,-0.015790,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1210,THOMAS ENQVIST,ARNAUD BOETSCH,1996,300,102358.000000,101589.000000,0.000000,1.019505,-1.289338,-1.534544,0.400876,1.253905,1.417815,-0.141553,-0.013679,0.706636,-0.444078,0.359982,-1.892807,-1.841748,-0.089346,-0.071621,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1211,YEVGENY KAFELNIKOV,TIM HENMAN,1996,300,102338.000000,102450.000000,0.552729,0.740929,0.410872,-2.470707,0.585176,-0.016036,1.679038,2.765157,3.034891,3.877380,0.403160,3.272220,1.305448,0.047658,3.893905,3.626008,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1212,YEVGENY KAFELNIKOV,ARNAUD BOETSCH,1996,300,102338.000000,101589.000000,0.000000,1.023095,-1.099242,-1.497565,0.462483,0.082459,0.689719,0.152433,0.149986,0.270141,-0.087295,0.216466,-0.810940,-0.694538,-0.609108,0.321123,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1213,THOMAS ENQVIST,RICHEY RENEBERG,1996,177,102358.000000,101191.000000,0.000000,1.471655,-2.771849,-2.942472,0.771721,1.430507,1.651503,0.457372,1.014644,1.785882,-0.521163,0.782497,-0.192915,-1.196092,0.657700,-0.184399,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1214,PETE SAMPRAS,SERGI BRUGUERA,1996,177,101948.000000,101843.000000,0.000000,-0.435905,0.095048,-1.931085,1.104161,2.190286,1.679197,1.456104,0.759803,1.807106,1.553288,1.436617,-0.824885,-1.309396,0.164249,0.203105,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1215,ARNAUD BOETSCH,PAUL HAARHUIS,1996,177,101589.000000,101235.000000,0.000000,-0.721661,-0.966613,-2.292951,0.410922,0.265543,0.543412,-0.659234,-1.137104,-0.505652,0.593481,-0.738102,0.826479,0.003701,0.788494,-0.261555,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1216,RICHEY RENEBERG,CEDRIC PIOLINE,1996,177,101191.000000,101611.000000,0.000000,-1.144910,1.126845,0.953386,-0.007176,-0.311249,-1.187579,-2.099989,-2.021361,-1.888934,-0.206558,-1.396808,-2.191576,-1.713706,-0.914059,-0.163273,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1217,PETE SAMPRAS,TODD MARTIN,1996,177,101948.000000,101774.000000,0.000000,-1.846735,-0.206975,-1.390451,1.004866,0.669653,0.901707,0.129845,-0.469894,0.303542,0.967530,0.543300,-1.402252,-1.367638,0.021782,0.092192,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1218,WAYNE FERREIRA,RENZO FURLAN,1996,177,101965.000000,101746.000000,0.000000,1.398175,-0.206975,-0.631031,0.107990,0.502186,0.543497,1.221135,0.767764,0.765352,0.483419,0.853695,0.297271,0.492745,-0.095124,0.110279,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1219,WAYNE FERREIRA,JIM COURIER,1996,177,101965.000000,101793.000000,0.000000,0.012656,-0.390170,-0.125097,0.108485,0.546097,-0.051698,-0.992832,-1.199806,-1.120385,-0.542060,-1.218153,0.268405,0.431708,-0.688525,-0.270375,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1220,MARCELO RIOS,CEDRIC PIOLINE,1996,177,102701.000000,101611.000000,0.000000,-1.850326,-2.195406,-1.425404,0.597728,-0.153538,-0.731247,-1.488889,-1.721578,-1.307890,0.618777,-0.435864,-1.852436,-1.478988,-0.494953,-0.327199,1.000000,-1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1221,MICHAEL STICH,THOMAS MUSTER,1996,177,101529.000000,101404.000000,0.000000,1.898495,-0.227677,1.965279,-1.894950,1.325990,0.690898,-0.105928,-0.902244,-0.052008,0.677916,-0.118500,-0.591402,-0.728237,-0.438307,-0.140093,-1.000000,1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1222,JIM COURIER,PETE SAMPRAS,1996,177,101793.000000,101948.000000,0.000000,0.012656,0.206975,0.309182,-0.493550,-1.791811,-0.903520,-0.020217,0.600658,-0.241110,-0.599612,0.013198,0.429028,0.770970,0.535741,0.103397,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1223,YEVGENY KAFELNIKOV,RICHARD KRAJICEK,1996,177,102338.000000,101990.000000,0.000000,-0.810984,-0.488296,-0.307663,0.216742,-2.012556,-0.090468,-0.519101,-0.476517,-1.169822,-0.170224,-0.808724,0.521779,0.765978,-0.532894,0.196063,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1224,MICHAEL STICH,CEDRIC PIOLINE,1996,177,101529.000000,101611.000000,0.000000,0.769831,0.376368,0.127123,-0.109341,1.136736,0.370398,-0.297069,-0.480486,0.171067,0.666704,0.086966,-0.964654,-1.359800,-0.505994,0.080206,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1225,YEVGENY KAFELNIKOV,PETE SAMPRAS,1996,177,102338.000000,101948.000000,0.000000,0.740929,-0.790319,1.097986,-1.548894,-1.988445,-0.107630,-1.133508,-0.989578,-1.895332,-1.008393,-1.369154,0.755898,1.342695,-0.848509,0.023690,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1226,MICHAEL STICH,MARC ROSSET,1996,177,101529.000000,101820.000000,0.000000,-1.064249,0.678391,0.559630,-0.201218,-0.389439,-0.431361,0.236567,0.025003,-0.044817,0.735305,0.227678,0.518667,0.303300,-0.200336,0.298964,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1227,YEVGENY KAFELNIKOV,MICHAEL STICH,1996,177,102338.000000,101529.000000,0.000000,-0.387735,-1.696387,-0.523917,0.264678,-1.083708,-0.041501,-0.711013,-0.534864,-1.052074,-0.906674,-0.946473,0.180849,0.599442,-0.770696,0.078154,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1228,RICHARD KRAJICEK,MARC ROSSET,1996,142,101990.000000,101820.000000,0.000000,-0.612098,-0.200075,1.535050,-0.318693,0.689724,-0.158395,0.084018,0.077796,0.245817,-0.071603,0.158018,-0.017625,0.008752,-0.451681,0.187137,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1229,GILBERT SCHALLER,MARK PHILIPPOUSSIS,1996,142,101582.000000,102882.000000,0.000000,-2.350646,2.279731,-1.536569,0.179088,-1.829248,-6.334564,2.067694,4.668822,2.378724,-1.979696,2.214644,2.639803,3.202329,1.335915,0.451428,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1230,SERGI BRUGUERA,ANDREA GAUDENZI,1996,142,101843.000000,102247.000000,0.000000,0.721661,0.699093,-0.739158,0.078831,0.315694,-0.764073,-0.426990,-0.798740,-0.436399,0.582889,-0.362610,0.198414,-0.323850,-0.320417,-0.173275,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1231,ANDREI MEDVEDEV,MARK PHILIPPOUSSIS,1996,142,102446.000000,102882.000000,0.000000,-0.358834,1.021818,-0.953640,0.035622,-1.212078,-4.224840,0.382884,0.695098,-0.241771,-0.316209,0.335308,0.959857,1.752513,0.188665,0.437767,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1232,YEVGENY KAFELNIKOV,CEDRIC PIOLINE,1996,142,102338.000000,101611.000000,0.000000,0.265920,-1.591360,-2.725458,0.810671,0.256604,-0.018418,-1.493574,-1.118591,-0.704509,-0.293224,-0.856395,-1.681613,-1.812214,-0.618951,0.157343,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1233,JIRI NOVAK,MARCELO RIOS,1996,142,102562.000000,102701.000000,-0.437077,2.225240,0.172472,1.603667,-0.129225,0.164648,-1.654725,2.175800,2.797668,1.131846,-0.271847,0.786474,4.120573,3.732545,-4.018371,-3.225169,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1234,ANDRE AGASSI,JAN SIEMERINK,1996,142,101736.000000,101733.000000,0.000000,-0.484074,0.088147,-1.822452,0.924557,-1.220802,-1.403091,-0.382776,0.221876,-0.387388,-1.145550,-0.613555,-0.243995,0.196418,-0.061983,0.298762,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1235,ANDREI MEDVEDEV,CEDRIC PIOLINE,1996,142,102446.000000,101611.000000,0.000000,0.689169,-1.591360,-1.644190,0.250278,0.209191,-0.783080,-1.313524,-0.998350,-0.818937,-0.355546,-0.540527,-1.343036,-1.112839,-0.487659,-0.071657,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1236,BORIS BECKER,MARCELO RIOS,1996,142,101414.000000,102701.000000,0.000000,2.225240,2.286632,-1.315758,1.410999,2.528737,2.152235,1.476142,2.004109,2.627979,-0.268275,1.148176,-0.235013,-1.243581,0.770162,0.280836,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1237,ALBERT COSTA,ANDRE AGASSI,1996,142,102610.000000,101736.000000,0.000000,-0.060825,-1.387464,2.940952,-1.763925,-1.171372,1.203855,-1.060923,-0.085698,-0.727703,-2.308373,-0.879101,-1.932428,-0.454394,-0.686365,-0.330488,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1238,THOMAS MUSTER,CEDRIC PIOLINE,1996,142,101404.000000,101611.000000,0.000000,-1.189489,0.671491,-2.471466,1.120202,-0.265433,-0.075763,-0.398759,-0.010041,-0.299642,0.015017,-0.162129,-0.290881,-0.478940,-0.290790,0.172108,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1239,MARCELO RIOS,ALBERT COSTA,1996,142,102701.000000,102610.000000,0.000000,-0.644590,-0.424673,-1.859684,0.385199,0.999265,-1.068371,-0.007873,-2.327339,-1.265654,3.345998,0.066735,1.828792,0.862172,0.550129,-0.081720,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1240,THOMAS MUSTER,ALBERT COSTA,1996,142,101404.000000,102610.000000,0.000000,-0.060825,2.483627,-2.147086,1.107077,0.863711,-0.311795,0.986510,-0.211578,-0.082299,2.340723,0.537462,2.703146,1.621287,0.509671,0.374643,1.000000,-1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1241,GILBERT SCHALLER,BORIS BECKER,1996,156,101582.000000,101414.000000,0.000000,-1.471655,-0.220777,3.374979,-1.496007,-2.886699,-3.854786,1.211509,3.914892,1.064966,-2.980796,1.268558,3.097360,3.813247,-0.077084,-0.082561,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1242,CARLOS MOYA,YEVGENY KAFELNIKOV,1996,156,102845.000000,102338.000000,-0.503230,-0.035514,-0.719795,1.388932,-0.358822,-1.211121,-1.591862,0.006481,0.949220,0.216496,-1.305149,0.881228,-1.224839,-0.059289,-3.831949,-3.656697,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1243,WAYNE FERREIRA,RICHARD KRAJICEK,1996,156,101965.000000,101990.000000,0.000000,-1.564569,0.397070,-1.280045,0.146377,-1.448443,-0.768152,0.029357,-0.164769,-0.830044,-0.329961,-0.628392,0.941477,1.439569,-0.498177,0.016886,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1244,YEVGENY KAFELNIKOV,SERGI BRUGUERA,1996,156,102338.000000,101843.000000,0.000000,0.317680,-0.790319,-0.091410,0.075772,0.230007,1.467864,0.209298,-0.187200,-0.113460,0.473932,0.034934,-0.277173,-0.134758,-0.442134,0.247676,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1245,MARCELO RIOS,WAYNE FERREIRA,1996,156,102701.000000,101965.000000,0.000000,-1.519825,-1.380563,0.558364,-0.267263,-1.117978,-0.482374,-1.175555,-1.824187,-1.668577,0.847351,-0.360323,-0.333541,-0.037170,-0.355945,-0.286099,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1246,FELIX MANTILLA,ALBERT COSTA,1996,245,102456.000000,102610.000000,0.000000,0.060825,0.179373,0.088625,0.080983,0.110487,-1.177852,-0.393953,-0.476471,-1.416729,-0.278091,-0.381215,2.197697,3.131084,0.097190,0.232448,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1247,RICHEY RENEBERG,WAYNE FERREIRA,1996,225,101191.000000,101965.000000,0.000000,-0.692760,1.717089,0.630525,-0.108279,-0.674105,-0.448029,-0.052599,-0.225018,-0.375189,0.662208,0.500764,-0.244762,-0.021368,0.448702,0.201081,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1248,MICHAEL CHANG,PAUL HAARHUIS,1996,225,102021.000000,101235.000000,0.000000,-1.943074,-1.710189,-1.713819,0.558345,0.375674,-0.366848,-0.341408,-1.509162,-1.163324,1.577257,-0.576708,0.433613,0.072019,0.395878,-0.287976,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1249,RENZO FURLAN,WAYNE FERREIRA,1996,225,101746.000000,101965.000000,0.000000,-1.398175,0.206975,1.171159,-0.187602,-0.569300,-0.769007,-0.901774,-0.329763,-0.445154,-0.583347,-0.538386,-0.185663,-0.195685,0.307903,0.063522,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1250,WAYNE FERREIRA,MICHAEL CHANG,1996,225,101965.000000,102021.000000,0.000000,1.519825,0.200075,0.416297,-0.124069,0.417535,0.865346,0.095207,0.606548,0.769389,-1.109636,-0.069978,-0.070308,-0.027635,-0.327639,0.062136,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1251,STEFAN EDBERG,THOMAS ENQVIST,1996,86,101222.000000,102358.000000,0.000000,-0.317680,2.300433,1.929060,-0.378824,-1.052072,-0.065531,1.540100,1.781275,1.234793,0.154994,1.171720,1.499641,1.345683,0.936210,0.348293,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1252,CARLOS COSTA,JIM COURIER,1996,86,101475.000000,101793.000000,0.000000,-0.269510,0.515899,2.253947,-0.437126,-0.067519,-0.065531,-0.458637,-1.154520,-1.361799,0.099597,-0.660778,0.176274,1.134764,-0.040470,-0.353682,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1253,JIM COURIER,BYRON BLACK,1996,86,101793.000000,101647.000000,0.000000,1.398175,0.088147,-2.037693,0.418294,1.124155,1.590438,2.218401,2.034860,2.634837,1.734583,1.891680,-1.478743,-2.463627,1.527468,0.146440,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1254,JIM COURIER,MARK WOODFORDE,1996,86,101793.000000,101185.000000,0.000000,-0.435905,-1.119944,-1.497059,0.354379,0.134677,0.106281,1.657710,1.645351,2.040247,0.871285,1.974998,-1.310325,-1.302050,0.535860,0.340717,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1255,JAN SIEMERINK,SERGI BRUGUERA,1996,86,101733.000000,101843.000000,0.000000,-0.737339,0.390170,1.750798,-0.426035,1.386212,1.659524,2.198249,1.773855,2.076682,1.591230,2.277920,0.177823,-0.132731,-0.179970,-0.014657,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1256,BOHDAN ULIHRACH,BORIS BECKER,1996,86,102539.000000,101414.000000,0.000000,-0.265920,-1.991510,3.049586,-1.728385,-3.763845,5.251673,5.366517,2.420744,0.693379,0.428256,3.488944,2.866252,5.875983,-0.106647,1.490413,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1257,ARNAUD BOETSCH,MARC ROSSET,1996,86,101589.000000,101820.000000,0.000000,-2.680981,0.508998,-0.234743,0.152154,-1.412994,-1.706854,-0.961147,-0.531899,-1.056571,-0.324716,-0.754460,0.009604,0.194632,0.000608,-0.004961,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1258,BOHDAN ULIHRACH,ANDREI MEDVEDEV,1996,86,102539.000000,102446.000000,0.000000,-0.769831,-0.122650,1.171159,-0.077828,-1.415569,6.597272,5.016591,2.753188,2.391693,1.217884,3.492686,1.303603,3.058072,0.755205,1.534331,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1259,RENZO FURLAN,MARC ROSSET,1996,86,101746.000000,101820.000000,0.000000,-3.809646,0.206975,0.630272,-0.005349,-1.198382,-2.360541,-1.924671,-1.368833,-1.846186,-0.823763,-1.516110,-0.984687,-0.390281,-0.569263,-0.042944,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1260,MARC ROSSET,YEVGENY KAFELNIKOV,1996,86,101820.000000,102338.000000,0.000000,1.693400,1.001116,1.099758,-0.713117,1.347988,1.073879,0.655695,0.259337,0.719250,0.358121,0.420896,-0.002182,-0.095369,0.177806,-0.405716,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1261,MARC ROSSET,GORAN IVANISEVIC,1996,86,101820.000000,101964.000000,0.000000,1.064249,0.200075,0.416043,-0.241642,-1.514652,0.018435,0.507472,0.650990,0.153643,0.083011,0.159451,0.523067,0.454562,0.941387,-0.144041,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1262,SERGI BRUGUERA,RENZO FURLAN,1996,79,101843.000000,101746.000000,0.000000,1.943074,-0.390170,-2.075938,0.461829,-0.057611,0.483298,1.510358,1.809027,2.022933,0.194573,1.973804,0.552238,-0.443847,1.039414,0.035012,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1263,YEVGENY KAFELNIKOV,ANDREI MEDVEDEV,1996,79,102338.000000,102446.000000,0.000000,-0.487665,0.179373,-1.533025,0.773663,0.184820,0.420655,-0.408822,-0.120867,0.309711,0.028472,-0.433904,-0.511244,-1.199399,0.077808,0.214144,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1264,RENZO FURLAN,JAN SIEMERINK,1996,79,101746.000000,101733.000000,0.000000,-1.237659,0.088147,0.994669,-0.190192,-1.384278,-1.773054,-3.651936,-3.701274,-4.237296,-1.747782,-4.284954,-0.272935,0.875334,-1.172755,-0.060699,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
