,PlayerA_name,PlayerB_name,tourney_date,PlayerA_id,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,best_of,minutes,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_12.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,PlayerA_hand_L,PlayerA_hand_R,PlayerB_hand_L,PlayerB_hand_R,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
40562,ANDRE AGASSI,TOMMY ROBREDO,20041018,101736,180,34,7,2140,103990,180,22,13,1450,3,147,6,2,112,59,46,28,15,10,11,17,6,108,52,36,27,14,7,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40563,DAVID NALBANDIAN,IVAN LJUBICIC,20041018,103900,180,23,10,1700,103344,193,26,29,1085,3,85,3,0,60,33,24,21,10,5,5,13,3,53,37,31,5,10,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
40564,MARAT SAFIN,ANDRE AGASSI,20041018,103498,193,25,9,1840,101736,180,34,7,2140,3,94,12,2,72,38,33,20,11,4,4,5,2,78,39,31,17,10,6,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
40565,MARAT SAFIN,DAVID NALBANDIAN,20041018,103498,193,25,9,1840,103900,180,23,10,1700,5,112,15,2,73,42,34,20,14,1,3,1,3,82,41,25,16,13,7,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
40662,GUSTAVO KUERTEN,ROGER FEDERER,20040524,102856,190,28,30,1065,103819,185,23,1,5540,5,124,6,0,91,47,33,29,15,1,2,10,2,95,60,41,17,15,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40668,LLEYTON HEWITT,MARTIN VERKERK,20040524,103720,180,23,12,1525,103280,196,26,19,1295,5,180,7,4,117,67,51,28,21,9,12,18,9,146,97,69,14,21,11,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40671,TOMMY ROBREDO,NICOLAS MASSU,20040524,103990,180,22,17,1355,103454,183,25,11,1633,5,97,5,2,61,30,25,21,11,2,2,2,2,68,37,19,11,11,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40678,GUSTAVO KUERTEN,FELICIANO LOPEZ,20040524,102856,190,28,30,1065,103852,188,23,25,1115,5,113,7,2,84,45,36,27,16,0,1,3,3,90,40,30,26,15,7,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
40679,DAVID NALBANDIAN,MARAT SAFIN,20040524,103900,180,22,8,2210,103498,193,24,20,1270,5,204,8,2,149,108,75,24,22,7,10,9,2,139,89,60,22,21,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40682,CARLOS MOYA,TOMMY ROBREDO,20040524,102845,190,28,5,2460,103990,180,22,17,1355,5,138,5,7,93,49,39,24,15,2,4,0,5,113,60,37,26,15,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40686,DAVID NALBANDIAN,GUSTAVO KUERTEN,20040524,103900,180,22,8,2210,102856,190,28,30,1065,5,188,5,7,121,72,47,26,19,7,13,9,3,133,71,48,26,20,7,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40688,GUILLERMO CORIA,CARLOS MOYA,20040524,103909,175,22,3,3490,102845,190,28,5,2460,5,145,2,5,98,72,49,13,16,2,6,3,5,115,54,38,22,17,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40689,TIM HENMAN,JUAN IGNACIO CHELA,20040524,102450,185,30,9,2170,103428,190,25,23,1145,5,110,3,2,87,52,38,21,14,4,5,3,2,78,50,33,14,14,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40691,GUILLERMO CORIA,TIM HENMAN,20040524,103909,175,22,3,3490,102450,185,30,9,2170,5,167,0,4,114,79,49,17,18,6,11,2,5,116,59,38,21,19,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
40718,PARADORN SRICHAPHAN,JOACHIM JOHANSSON,20040823,103387,185,25,16,1335,104026,198,22,30,1004,3,110,13,5,82,46,43,20,16,0,2,15,9,92,55,44,19,14,6,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40720,LLEYTON HEWITT,JUAN IGNACIO CHELA,20040823,103720,180,23,5,2430,103428,190,25,18,1310,3,128,8,6,77,42,30,20,13,4,7,3,8,120,69,37,21,13,19,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40842,GUSTAVO KUERTEN,VINCENT SPADEA,20040112,102856,190,27,19,1370,102434,183,29,29,1100,3,86,7,0,78,46,36,14,10,4,5,2,1,67,45,26,13,10,3,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
40975,ANDY RODDICK,TAYLOR DENT,20040119,104053,188,21,1,4535,103758,188,23,28,1115,5,71,4,1,61,37,32,11,11,0,1,2,11,68,35,18,9,11,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40980,PARADORN SRICHAPHAN,GUSTAVO KUERTEN,20040119,103387,185,25,15,1540,102856,190,27,19,1370,5,108,6,2,86,54,41,21,16,1,3,7,2,86,53,39,13,15,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40987,DAVID NALBANDIAN,WAYNE FERREIRA,20040119,103900,180,22,8,2060,101965,185,32,25,1125,5,104,3,8,84,48,38,22,15,1,2,3,0,85,52,34,15,15,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
40991,ANDY RODDICK,SJENG SCHALKEN,20040119,104053,188,21,1,4535,102854,193,27,17,1445,5,79,14,1,69,44,39,12,12,4,4,1,3,64,49,29,3,12,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40993,ANDRE AGASSI,PARADORN SRICHAPHAN,20040119,101736,180,34,4,3425,103387,185,25,15,1540,5,126,5,3,93,55,49,20,16,7,8,7,5,106,67,46,17,15,11,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40998,ROGER FEDERER,LLEYTON HEWITT,20040119,103819,185,22,2,4375,103720,180,23,11,1625,5,138,14,4,117,69,51,27,18,6,7,5,5,113,74,49,19,17,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41000,ANDRE AGASSI,SEBASTIEN GROSJEAN,20040119,101736,180,34,4,3425,103206,175,26,10,1630,5,44,4,0,30,20,15,6,5,0,0,4,1,45,25,16,5,5,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41002,ROGER FEDERER,DAVID NALBANDIAN,20040119,103819,185,22,2,4375,103900,180,22,8,2060,5,161,20,3,127,76,63,22,22,8,11,5,2,117,76,52,25,21,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41004,ROGER FEDERER,JUAN CARLOS FERRERO,20040119,103819,185,22,2,4375,103507,183,24,3,4145,5,89,11,1,83,60,50,10,14,4,4,6,0,71,41,27,16,13,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41070,ROGER FEDERER,FERNANDO GONZALEZ,20040308,103819,185,23,1,5170,103602,183,24,27,1120,3,63,6,3,58,31,25,15,9,1,1,1,3,50,26,18,11,8,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41071,MARDY FISH,JIRI NOVAK,20040308,103888,188,22,19,1275,102562,190,29,17,1375,3,73,9,8,77,38,29,16,10,8,10,1,4,54,36,23,7,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41074,GUILLERMO CORIA,MAX MIRNYI,20040308,103909,175,22,4,3240,103018,196,27,29,1075,3,84,4,2,61,48,41,7,11,2,2,2,3,63,35,25,17,11,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41081,ANDY RODDICK,MARAT SAFIN,20040308,104053,188,22,3,4335,103498,193,24,32,1025,3,85,9,1,61,40,32,12,10,0,1,8,3,72,40,30,14,10,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41086,ROGER FEDERER,MARDY FISH,20040308,103819,185,23,1,5170,103888,188,22,19,1275,3,71,7,1,51,33,26,11,9,1,1,8,5,61,31,22,11,8,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41088,GUILLERMO CORIA,SEBASTIEN GROSJEAN,20040308,103909,175,22,4,3240,103206,175,26,14,1560,3,135,2,3,82,57,45,15,14,1,3,5,1,101,48,37,28,15,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41095,ANDRE AGASSI,GUILLERMO CORIA,20040308,101736,180,34,5,2770,103909,175,22,4,3240,3,81,5,2,60,32,21,17,11,0,2,2,1,63,44,27,10,11,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41096,TIM HENMAN,ANDY RODDICK,20040308,102450,185,30,10,1700,104053,188,22,3,4335,3,152,6,3,120,74,56,25,17,5,7,12,4,102,60,41,26,16,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41098,ROGER FEDERER,ANDRE AGASSI,20040308,103819,185,23,1,5170,101736,180,34,5,2770,3,113,12,5,85,50,41,22,15,5,6,2,4,93,59,45,16,14,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41100,ROGER FEDERER,TIM HENMAN,20040308,103819,185,23,1,5170,102450,185,30,10,1700,3,67,3,0,45,27,23,13,9,0,0,0,3,52,31,20,10,9,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41101,ROGER FEDERER,ARNAUD CLEMENT,20040216,103819,185,23,1,5170,103096,173,26,29,1085,3,74,5,0,49,32,29,11,10,0,0,4,1,73,39,24,20,9,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41104,TIM HENMAN,TOMMY ROBREDO,20040216,102450,185,29,11,1650,103990,180,22,20,1295,3,92,3,1,64,34,27,19,10,1,1,3,1,74,42,27,15,10,6,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41108,LLEYTON HEWITT,FERNANDO GONZALEZ,20040216,103720,180,23,13,1625,103602,183,24,25,1130,3,55,7,2,43,25,21,13,8,1,1,1,3,52,28,17,7,7,9,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41125,TIM HENMAN,ROGER FEDERER,20040216,102450,185,29,11,1650,103819,185,23,1,5170,3,98,6,5,76,44,35,15,11,3,5,2,3,75,45,27,17,10,5,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41126,LLEYTON HEWITT,RAINER SCHUETTLER,20040216,103720,180,23,13,1625,102783,180,28,6,2510,3,96,5,4,71,34,28,18,11,1,3,5,5,67,35,24,13,10,4,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41129,LLEYTON HEWITT,TIM HENMAN,20040216,103720,180,23,13,1625,102450,185,29,11,1650,3,71,4,2,45,25,22,11,9,0,1,3,2,58,30,18,11,9,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41130,JUAN CARLOS FERRERO,MAX MIRNYI,20040216,103507,183,24,3,4345,103018,196,27,22,1190,3,143,4,1,116,75,52,28,17,6,7,15,7,111,72,57,18,16,5,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41131,LLEYTON HEWITT,JUAN CARLOS FERRERO,20040216,103720,180,23,13,1625,103507,183,24,3,4345,3,162,6,5,112,60,49,27,17,4,5,6,0,114,84,58,16,17,6,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41197,FERNANDO GONZALEZ,JIRI NOVAK,20040322,103602,183,24,22,1150,102562,190,29,15,1375,3,69,6,2,47,28,26,13,9,2,2,2,3,69,42,27,11,9,8,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41200,GUILLERMO CORIA,JUAN IGNACIO CHELA,20040322,103909,175,22,4,3290,103428,190,25,27,1090,3,106,2,3,68,39,27,16,13,3,7,1,1,75,47,24,14,13,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41207,ANDRE AGASSI,MAX MIRNYI,20040322,101736,180,34,5,2995,103018,196,27,30,1035,3,53,4,3,45,30,24,9,8,0,0,10,2,46,27,17,6,8,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41208,CARLOS MOYA,DOMINIK HRBATY,20040322,102845,190,28,6,2350,103103,183,26,29,1051,3,99,13,0,82,47,34,20,14,5,8,0,7,84,51,33,20,14,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41211,ANDY RODDICK,JONAS BJORKMAN,20040322,104053,188,22,3,4335,102035,183,32,28,1068,3,105,9,1,81,58,45,9,14,2,4,2,0,84,53,34,20,14,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41217,AGUSTIN CALLERI,ANDRE AGASSI,20040322,102860,183,28,21,1155,101736,180,34,5,2995,3,103,6,2,71,29,22,23,10,8,10,9,1,83,53,35,8,10,10,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41218,CARLOS MOYA,TOMMY ROBREDO,20040322,102845,190,28,6,2350,103990,180,22,20,1165,3,67,10,1,49,26,24,14,9,2,2,3,2,52,35,21,7,9,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41223,ANDY RODDICK,CARLOS MOYA,20040322,104053,188,22,3,4335,102845,190,28,6,2350,3,112,12,5,89,53,39,21,16,4,7,7,4,85,47,35,18,16,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41224,GUILLERMO CORIA,FERNANDO GONZALEZ,20040322,103909,175,22,4,3290,103602,183,24,22,1150,3,127,4,3,98,68,47,14,14,5,8,4,6,98,51,33,22,15,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41226,ANDY RODDICK,GUILLERMO CORIA,20040322,104053,188,22,3,4335,103909,175,22,4,3290,3,122,12,2,74,45,39,17,14,1,2,4,1,107,81,43,15,14,7,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41394,GASTON GAUDIO,JIRI NOVAK,20040712,103292,175,26,11,1745,102562,190,29,25,1135,3,71,2,3,56,39,27,10,9,1,2,6,1,54,33,21,10,10,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41406,FELICIANO LOPEZ,RAINER SCHUETTLER,20041101,103852,188,23,28,1080,102783,180,29,27,1140,3,75,10,1,77,51,40,14,11,2,2,4,1,68,36,28,20,11,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
41418,TIM HENMAN,PARADORN SRICHAPHAN,20041101,102450,185,30,8,2295,103387,185,25,26,1155,3,64,5,1,47,28,24,16,10,0,0,3,3,61,36,26,11,9,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41419,MIKHAIL YOUZHNY,JIRI NOVAK,20041101,104022,183,22,20,1255,102562,190,30,22,1250,3,75,3,0,63,36,27,18,10,7,7,1,1,69,41,28,11,11,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41420,VINCENT SPADEA,NIKOLAY DAVYDENKO,20041101,102434,183,30,21,1250,103786,178,23,29,1075,3,79,3,0,64,37,26,16,9,3,4,1,1,65,39,20,12,9,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41422,FELICIANO LOPEZ,GASTON GAUDIO,20041101,103852,188,23,28,1080,103292,175,26,10,1940,3,101,14,4,77,43,33,21,14,0,1,7,4,85,51,35,19,14,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
41426,MARAT SAFIN,IVAN LJUBICIC,20041101,103498,193,25,7,2385,103344,193,26,23,1240,3,145,13,3,104,53,38,34,17,4,5,17,4,98,53,44,21,16,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41432,MIKHAIL YOUZHNY,TIM HENMAN,20041101,104022,183,22,20,1255,102450,185,30,8,2295,3,73,1,1,55,34,23,11,9,2,3,1,2,51,27,16,12,10,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41434,FELICIANO LOPEZ,ANDREI PAVEL,20041101,103852,188,23,28,1080,102318,183,31,24,1160,3,114,18,1,83,54,43,20,16,1,2,7,3,102,55,42,25,16,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
41435,GUILLERMO CANAS,TOMMY HAAS,20041101,103084,185,27,14,1389,103163,188,27,18,1280,3,96,6,1,67,35,28,18,10,2,3,5,5,60,29,21,15,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41437,LLEYTON HEWITT,NICOLAS MASSU,20041101,103720,180,24,3,3165,103454,183,25,16,1305,3,31,1,0,22,7,5,12,4,1,1,1,1,20,14,11,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41440,GUILLERMO CANAS,FELICIANO LOPEZ,20041101,103084,185,27,14,1389,103852,188,23,28,1080,3,75,6,0,50,26,21,18,9,2,2,6,3,55,37,29,5,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
41441,MARAT SAFIN,LLEYTON HEWITT,20041101,103498,193,25,7,2385,103720,180,24,3,3165,3,100,10,1,79,46,37,17,11,5,6,2,4,66,30,23,18,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41443,MARAT SAFIN,GUILLERMO CANAS,20041101,103498,193,25,7,2385,103084,185,27,14,1389,3,100,7,3,64,30,26,19,10,1,2,4,0,62,32,21,16,10,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41537,GUSTAVO KUERTEN,AGUSTIN CALLERI,20040223,102856,190,27,17,1455,102860,183,27,21,1285,3,115,8,3,72,41,34,15,13,4,6,8,1,68,39,28,14,13,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
41566,VINCENT SPADEA,ANDY RODDICK,20040301,102434,183,30,29,1030,104053,188,22,3,4335,3,123,4,3,105,64,43,26,16,2,4,6,5,95,59,41,15,15,3,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41674,MARK PHILIPPOUSSIS,FERNANDO GONZALEZ,20040621,102882,196,28,17,1320,103602,183,24,26,1135,5,143,27,9,114,66,60,31,21,2,2,17,9,132,80,59,25,20,7,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41677,VINCENT SPADEA,RAINER SCHUETTLER,20040621,102434,183,30,30,1030,102783,180,28,8,2265,5,107,3,3,90,49,34,24,14,7,10,0,5,73,45,25,9,13,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41680,ANDY RODDICK,TAYLOR DENT,20040621,104053,188,22,2,4695,103758,188,23,31,980,5,110,16,1,99,67,57,23,17,1,1,6,3,111,77,56,18,16,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41682,LLEYTON HEWITT,CARLOS MOYA,20040621,103720,180,23,10,1745,102845,190,28,7,2460,5,165,4,7,133,72,59,30,20,8,11,14,5,135,82,52,31,20,7,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41685,TIM HENMAN,MARK PHILIPPOUSSIS,20040621,102450,185,30,6,2505,102882,196,28,17,1320,5,187,22,5,137,89,68,29,22,3,4,22,7,142,95,66,23,22,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41687,SJENG SCHALKEN,VINCENT SPADEA,20040621,102854,193,28,23,1190,102434,183,30,30,1030,5,158,7,1,114,92,62,14,18,4,7,6,4,137,85,53,25,19,7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41689,ROGER FEDERER,LLEYTON HEWITT,20040621,103819,185,23,1,5610,103720,180,23,10,1745,5,140,19,0,125,72,51,30,18,10,11,4,7,102,53,31,29,17,7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41692,ANDY RODDICK,SJENG SCHALKEN,20040621,104053,188,22,2,4695,102854,193,28,23,1190,5,129,20,6,111,69,60,27,17,4,4,5,0,114,86,59,20,16,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
41693,ROGER FEDERER,SEBASTIEN GROSJEAN,20040621,103819,185,23,1,5610,103206,175,26,13,1665,5,120,6,3,91,54,41,20,14,1,2,2,2,106,62,39,17,15,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
41695,ROGER FEDERER,ANDY RODDICK,20040621,103819,185,23,1,5610,104053,188,22,2,4695,5,151,12,3,154,95,64,34,22,10,14,11,5,133,81,60,21,22,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
