PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA_Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Alexander Zverev,Jeremy Chardy,2019.0,7.0,3.0,28.0,0.0,226.0,0.0,0.0,0.0,0.0,1.0,1.0,21.3524982888,0.0,0.0,29.0,13.0,167.0,116.0,94.0,25.0,27.0,10.0,13.0,31.537303216999998,0.0,0.0,14.0,3.0,173.0,118.0,86.0,29.0,26.0,12.0,17.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Filip Krajinovic,2019.0,7.0,3.0,28.0,0.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,14.0,7.0,117.0,75.0,55.0,18.0,18.0,6.0,9.0,26.554414784400002,0.0,0.0,12.0,2.0,112.0,77.0,56.0,13.0,18.0,9.0,14.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Pierre Hugues Herbert,2019.0,7.0,3.0,28.0,0.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,23.0,2.0,86.0,60.0,51.0,16.0,16.0,0.0,1.0,27.5017111567,0.0,0.0,8.0,2.0,93.0,73.0,51.0,11.0,16.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
Gleb Sakharov,Calvin Hemery,2019.0,7.0,3.0,28.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,29.7138945927,0.0,0.0,7.0,2.0,78.0,59.0,46.0,10.0,14.0,2.0,3.0,23.3292265572,0.0,0.0,8.0,3.0,81.0,50.0,36.0,19.0,14.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Kevin Anderson,Adrian Mannarino,2019.0,7.0,3.0,28.0,0.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,32.2765229295,0.0,0.0,14.0,5.0,110.0,71.0,53.0,20.0,18.0,5.0,7.0,30.217659137600002,0.0,0.0,5.0,1.0,112.0,78.0,49.0,12.0,18.0,8.0,15.0,1.0,0.0,0.0,0.0,1.0
Jo Wilfried Tsonga,Martin Klizan,2019.0,7.0,3.0,28.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,33.4182067077,0.0,0.0,23.0,4.0,89.0,53.0,50.0,20.0,16.0,0.0,0.0,29.1854893908,0.0,0.0,8.0,5.0,113.0,75.0,56.0,18.0,16.0,11.0,13.0,1.0,0.0,0.0,0.0,1.0
Marin Cilic,Bernard Tomic,2019.0,7.0,3.0,28.0,0.0,123.0,0.0,0.0,0.0,0.0,1.0,1.0,29.9110198494,0.0,0.0,24.0,2.0,93.0,63.0,49.0,19.0,15.0,5.0,6.0,25.9055441478,0.0,0.0,12.0,1.0,104.0,73.0,47.0,15.0,15.0,11.0,15.0,1.0,0.0,0.0,0.0,1.0
Diego Sebastian Schwartzman,Denis Kudla,2019.0,7.0,3.0,28.0,0.0,230.0,0.0,0.0,0.0,0.0,1.0,1.0,26.028747433299998,0.0,0.0,11.0,5.0,176.0,119.0,82.0,24.0,26.0,7.0,14.0,26.0260095825,0.0,0.0,17.0,6.0,177.0,108.0,73.0,29.0,27.0,10.0,19.0,1.0,0.0,0.0,0.0,1.0
Rafael Nadal,Alex De Minaur,2019.0,7.0,3.0,28.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0,32.2327173169,0.0,0.0,6.0,6.0,87.0,65.0,53.0,8.0,13.0,4.0,4.0,19.523613963,0.0,0.0,3.0,2.0,94.0,54.0,34.0,16.0,12.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0
Rafael Nadal,Tomas Berdych,2019.0,7.0,3.0,28.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,32.2327173169,0.0,0.0,5.0,1.0,81.0,56.0,45.0,16.0,13.0,2.0,2.0,32.7501711157,0.0,0.0,5.0,3.0,78.0,37.0,26.0,18.0,12.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Denis Shapovalov,2019.0,7.0,3.0,28.0,0.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0,31.266255989,0.0,0.0,5.0,4.0,90.0,55.0,41.0,22.0,17.0,2.0,5.0,19.4250513347,0.0,0.0,6.0,5.0,108.0,61.0,43.0,15.0,18.0,5.0,13.0,1.0,0.0,0.0,0.0,1.0
Pablo Cuevas,Dusan Lajovic,2019.0,7.0,3.0,28.0,0.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,32.555783709800004,0.0,0.0,5.0,0.0,80.0,46.0,32.0,22.0,14.0,3.0,5.0,28.158795345700003,0.0,0.0,5.0,4.0,103.0,69.0,46.0,8.0,15.0,8.0,15.0,1.0,0.0,0.0,0.0,1.0
Pierre Hugues Herbert,Hyeon Chung,2019.0,7.0,3.0,28.0,0.0,133.0,0.0,0.0,0.0,0.0,1.0,1.0,27.5017111567,0.0,0.0,13.0,3.0,96.0,62.0,49.0,16.0,17.0,0.0,3.0,22.2724161533,0.0,0.0,2.0,1.0,94.0,60.0,37.0,20.0,16.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
Taylor Harry Fritz,Cameron Norrie,2019.0,7.0,3.0,28.0,0.0,124.0,0.0,0.0,0.0,0.0,1.0,0.0,20.829568788499998,0.0,0.0,15.0,1.0,102.0,66.0,50.0,23.0,15.0,5.0,6.0,23.0116358658,0.0,0.0,8.0,1.0,109.0,70.0,49.0,16.0,14.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Jurij Rodionov,Alexander Bublik,2019.0,7.0,3.0,28.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,1.0,19.2060232717,0.0,0.0,8.0,2.0,108.0,66.0,43.0,26.0,15.0,6.0,8.0,20.848733744,0.0,0.0,7.0,8.0,88.0,55.0,44.0,14.0,15.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Daniel Evans,Jurij Rodionov,2019.0,7.0,3.0,28.0,0.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,28.071184120500003,0.0,0.0,10.0,3.0,100.0,63.0,50.0,16.0,15.0,5.0,7.0,19.2060232717,0.0,0.0,8.0,2.0,118.0,85.0,53.0,21.0,16.0,8.0,11.0,1.0,0.0,0.0,0.0,1.0
Pablo Carreno Busta,Ilya Ivashka,2019.0,7.0,3.0,28.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,1.0,27.1266255989,0.0,0.0,5.0,3.0,82.0,47.0,39.0,18.0,14.0,3.0,5.0,24.5612594114,0.0,0.0,11.0,10.0,106.0,56.0,41.0,20.0,15.0,9.0,15.0,1.0,0.0,0.0,0.0,1.0
Nikoloz Basilashvili,Christopher Eubanks,2019.0,7.0,3.0,28.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,26.5653661875,0.0,0.0,11.0,9.0,145.0,90.0,65.0,27.0,21.0,10.0,15.0,21.8699520876,0.0,0.0,21.0,9.0,127.0,74.0,57.0,20.0,20.0,5.0,11.0,1.0,0.0,0.0,0.0,1.0
Rudolf Molleker,Ramkumar Ramanathan,2019.0,7.0,3.0,28.0,0.0,126.0,0.0,0.0,0.0,0.0,1.0,1.0,17.7385352498,0.0,0.0,11.0,4.0,113.0,74.0,56.0,26.0,18.0,5.0,6.0,23.704312115,0.0,0.0,22.0,4.0,111.0,74.0,58.0,21.0,18.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Marius Copil,Marcel Granollers,2019.0,7.0,3.0,28.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,27.860369609899998,0.0,0.0,11.0,3.0,88.0,53.0,47.0,15.0,15.0,4.0,5.0,32.375085557800006,0.0,0.0,10.0,3.0,76.0,45.0,34.0,13.0,14.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
Thanasi Kokkinakis,Peter Polansky,2019.0,7.0,3.0,28.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,18.0,2.0,67.0,43.0,33.0,13.0,10.0,2.0,2.0,30.1984941821,0.0,0.0,5.0,2.0,62.0,39.0,33.0,8.0,10.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Denis Shapovalov,Pablo Andujar,2019.0,7.0,3.0,28.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4250513347,0.0,0.0,15.0,3.0,89.0,58.0,49.0,17.0,15.0,2.0,3.0,32.3422313484,0.0,0.0,1.0,7.0,88.0,55.0,40.0,12.0,14.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Roger Federer,Daniel Evans,2019.0,7.0,3.0,28.0,0.0,155.0,0.0,0.0,0.0,0.0,1.0,1.0,37.051334702300004,0.0,0.0,11.0,1.0,99.0,62.0,52.0,24.0,17.0,2.0,3.0,28.071184120500003,0.0,0.0,4.0,0.0,115.0,70.0,51.0,21.0,16.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0
Marin Cilic,Fernando Verdasco,2019.0,7.0,3.0,28.0,0.0,258.0,0.0,0.0,0.0,0.0,1.0,0.0,29.9110198494,0.0,0.0,8.0,5.0,153.0,89.0,73.0,33.0,24.0,6.0,9.0,34.7816563997,0.0,0.0,27.0,5.0,165.0,113.0,77.0,28.0,23.0,15.0,19.0,1.0,0.0,0.0,0.0,1.0
Tomas Berdych,Robin Haase,2019.0,7.0,3.0,28.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,1.0,32.7501711157,0.0,0.0,7.0,1.0,62.0,43.0,38.0,14.0,13.0,0.0,0.0,31.3921971253,0.0,0.0,4.0,2.0,71.0,38.0,25.0,15.0,12.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Taylor Harry Fritz,Gael Monfils,2019.0,7.0,3.0,28.0,0.0,204.0,0.0,0.0,0.0,0.0,1.0,1.0,20.829568788499998,0.0,0.0,15.0,2.0,177.0,121.0,88.0,31.0,22.0,12.0,13.0,31.986310746100003,0.0,0.0,22.0,6.0,168.0,114.0,82.0,30.0,23.0,12.0,15.0,1.0,0.0,0.0,0.0,1.0
Cem Ilkel,Egor Gerasimov,2019.0,7.0,3.0,28.0,0.0,131.0,0.0,0.0,0.0,0.0,1.0,1.0,22.844626967800004,0.0,0.0,6.0,3.0,110.0,72.0,52.0,18.0,15.0,0.0,1.0,25.7138945927,0.0,0.0,10.0,3.0,108.0,65.0,47.0,26.0,15.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
Marin Cilic,Mackenzie Mcdonald,2019.0,7.0,3.0,28.0,0.0,217.0,0.0,0.0,0.0,0.0,1.0,1.0,29.9110198494,0.0,0.0,25.0,6.0,135.0,82.0,63.0,26.0,22.0,4.0,7.0,23.364818617399997,0.0,0.0,9.0,2.0,151.0,110.0,70.0,18.0,22.0,9.0,15.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Pablo Carreno Busta,2019.0,7.0,3.0,28.0,0.0,305.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,15.0,2.0,207.0,127.0,93.0,34.0,28.0,8.0,14.0,27.1266255989,0.0,0.0,5.0,2.0,219.0,153.0,95.0,34.0,28.0,15.0,21.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Marton Fucsovics,2019.0,7.0,3.0,28.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,13.0,5.0,94.0,52.0,41.0,25.0,15.0,4.0,5.0,26.606433949299998,0.0,0.0,11.0,4.0,83.0,55.0,38.0,13.0,14.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
Thomas Fabbiano,Reilly Opelka,2019.0,7.0,3.0,28.0,0.0,212.0,0.0,0.0,0.0,0.0,1.0,1.0,29.177275838499998,0.0,0.0,2.0,4.0,166.0,133.0,106.0,16.0,25.0,4.0,5.0,20.517453798800002,0.0,0.0,67.0,8.0,168.0,108.0,92.0,26.0,26.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Ryan Harrison,2019.0,7.0,3.0,28.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,10.0,1.0,65.0,40.0,35.0,18.0,13.0,0.0,0.0,26.3052703628,0.0,0.0,4.0,4.0,77.0,41.0,28.0,14.0,14.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Luca Vanni,Hiroki Moriya,2019.0,7.0,3.0,28.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,33.28678987,0.0,0.0,14.0,0.0,40.0,27.0,24.0,8.0,8.0,0.0,0.0,25.94661191,0.0,0.0,1.0,2.0,48.0,33.0,20.0,4.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Bjorn Fratangelo,Ze Zhang,2019.0,7.0,3.0,28.0,0.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,24.9911019849,0.0,0.0,18.0,1.0,111.0,69.0,58.0,23.0,16.0,5.0,6.0,27.266255989,0.0,0.0,15.0,5.0,120.0,86.0,61.0,13.0,15.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Lloyd George Muirhead Harris,2019.0,7.0,3.0,28.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,7.0,4.0,72.0,43.0,34.0,18.0,11.0,4.0,4.0,21.503080082100002,0.0,0.0,6.0,4.0,74.0,46.0,27.0,7.0,11.0,10.0,17.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Joao Sousa,2019.0,7.0,3.0,28.0,0.0,126.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,3.0,3.0,80.0,52.0,40.0,20.0,14.0,1.0,2.0,29.4674880219,0.0,0.0,9.0,1.0,88.0,49.0,36.0,15.0,13.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Kamil Majchrzak,2019.0,7.0,3.0,28.0,0.0,168.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,6.0,3.0,109.0,73.0,53.0,20.0,18.0,6.0,8.0,21.4510609172,0.0,0.0,11.0,9.0,123.0,65.0,42.0,22.0,20.0,6.0,14.0,1.0,0.0,0.0,0.0,1.0
Roberto Bautista Agut,Karen Khachanov,2019.0,7.0,3.0,28.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,30.425735797399998,0.0,0.0,5.0,2.0,86.0,56.0,46.0,15.0,16.0,0.0,2.0,22.3244353183,0.0,0.0,8.0,5.0,100.0,52.0,34.0,22.0,16.0,9.0,14.0,1.0,0.0,0.0,0.0,1.0
Lorenzo Sonego,Yuichi Sugita,2019.0,7.0,3.0,28.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2963723477,0.0,0.0,5.0,1.0,46.0,25.0,22.0,12.0,8.0,2.0,2.0,29.9383983573,0.0,0.0,1.0,1.0,45.0,30.0,17.0,6.0,7.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0
Alexei Popyrin,Dominic Thiem,2019.0,7.0,3.0,28.0,0.0,104.0,0.0,0.0,0.0,0.0,1.0,1.0,18.4476386037,0.0,0.0,13.0,3.0,87.0,53.0,40.0,22.0,12.0,5.0,5.0,25.037645448299997,0.0,0.0,1.0,2.0,82.0,63.0,41.0,8.0,12.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0
Fabio Fognini,Jaume Munar,2019.0,7.0,3.0,28.0,0.0,144.0,0.0,0.0,0.0,0.0,1.0,1.0,31.318275154000002,0.0,0.0,12.0,3.0,102.0,68.0,51.0,18.0,14.0,8.0,10.0,21.368925393599998,0.0,0.0,7.0,0.0,97.0,65.0,43.0,16.0,14.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Evgeny Donskoy,Laslo Djere,2019.0,7.0,3.0,28.0,0.0,177.0,0.0,0.0,0.0,0.0,1.0,1.0,28.3586584531,0.0,0.0,13.0,3.0,141.0,81.0,63.0,34.0,21.0,8.0,10.0,23.2361396304,0.0,0.0,15.0,2.0,130.0,79.0,56.0,26.0,20.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Nikoloz Basilashvili,2019.0,7.0,3.0,28.0,0.0,174.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,18.0,1.0,131.0,83.0,65.0,26.0,20.0,2.0,4.0,26.5653661875,0.0,0.0,14.0,6.0,130.0,78.0,55.0,30.0,20.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Rafael Nadal,Matthew Ebden,2019.0,7.0,3.0,28.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,32.2327173169,0.0,0.0,6.0,4.0,81.0,53.0,43.0,16.0,13.0,4.0,4.0,30.7515400411,0.0,0.0,7.0,3.0,75.0,50.0,33.0,8.0,12.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0
Roger Federer,Taylor Harry Fritz,2019.0,7.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,37.051334702300004,0.0,0.0,10.0,3.0,70.0,43.0,40.0,17.0,14.0,0.0,0.0,20.829568788499998,0.0,0.0,8.0,0.0,78.0,45.0,28.0,20.0,14.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0
Pablo Carreno Busta,Fabio Fognini,2019.0,7.0,3.0,28.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,1.0,27.1266255989,0.0,0.0,10.0,3.0,107.0,75.0,48.0,16.0,18.0,8.0,14.0,31.318275154000002,0.0,0.0,8.0,7.0,116.0,74.0,52.0,9.0,18.0,9.0,17.0,1.0,0.0,0.0,0.0,1.0
Ivo Karlovic,Hubert Hurkacz,2019.0,7.0,3.0,28.0,0.0,186.0,0.0,0.0,0.0,0.0,1.0,1.0,39.4168377823,0.0,0.0,39.0,5.0,158.0,111.0,95.0,26.0,24.0,3.0,4.0,21.5386721424,0.0,0.0,14.0,4.0,145.0,110.0,90.0,24.0,24.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Roberto Bautista Agut,2019.0,7.0,3.0,28.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,22.0,3.0,129.0,74.0,62.0,27.0,22.0,1.0,4.0,30.425735797399998,0.0,0.0,6.0,2.0,128.0,88.0,64.0,22.0,22.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0
Tomas Berdych,Kyle Edmund,2019.0,7.0,3.0,28.0,0.0,102.0,0.0,0.0,0.0,0.0,1.0,1.0,32.7501711157,0.0,0.0,12.0,1.0,75.0,49.0,43.0,15.0,14.0,1.0,1.0,23.633127994499997,0.0,0.0,4.0,3.0,79.0,47.0,29.0,14.0,13.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Fernando Verdasco,Radu Albot,2019.0,7.0,3.0,28.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,34.7816563997,0.0,0.0,4.0,3.0,101.0,62.0,47.0,21.0,15.0,7.0,9.0,28.848733744,0.0,0.0,2.0,1.0,83.0,51.0,29.0,17.0,13.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0
David Goffin,Marius Copil,2019.0,7.0,3.0,28.0,0.0,162.0,0.0,0.0,0.0,0.0,1.0,1.0,27.720739219699997,0.0,0.0,12.0,2.0,112.0,82.0,66.0,15.0,21.0,1.0,3.0,27.860369609899998,0.0,0.0,20.0,3.0,123.0,74.0,53.0,25.0,21.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0
Roger Federer,Denis Istomin,2019.0,7.0,3.0,28.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,1.0,37.051334702300004,0.0,0.0,14.0,2.0,82.0,46.0,38.0,24.0,15.0,0.0,0.0,32.027378507899996,0.0,0.0,4.0,1.0,99.0,69.0,45.0,16.0,14.0,6.0,9.0,1.0,0.0,0.0,0.0,1.0
David Goffin,Christian Garin,2019.0,7.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,27.720739219699997,0.0,0.0,9.0,3.0,62.0,39.0,30.0,13.0,11.0,1.0,2.0,22.0889801506,0.0,0.0,3.0,3.0,83.0,51.0,26.0,12.0,11.0,10.0,18.0,1.0,0.0,0.0,0.0,1.0
Henri Laaksonen,Casper Ruud,2019.0,7.0,3.0,28.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,26.310746064299998,0.0,0.0,5.0,1.0,47.0,23.0,22.0,15.0,9.0,2.0,2.0,19.6796714579,0.0,0.0,2.0,3.0,56.0,33.0,21.0,11.0,9.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Miomir Kecmanovic,Gianluigi Quinzi,2019.0,7.0,3.0,28.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6064339493,0.0,0.0,5.0,4.0,81.0,41.0,32.0,25.0,14.0,5.0,6.0,21.1882272416,0.0,0.0,8.0,4.0,89.0,60.0,49.0,11.0,14.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0
Dustin Brown,Marcelo Arevalo,2019.0,7.0,3.0,28.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,33.3908281999,0.0,0.0,8.0,2.0,69.0,51.0,40.0,11.0,13.0,2.0,4.0,27.783709787800003,0.0,0.0,7.0,1.0,79.0,59.0,45.0,7.0,13.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Felix Auger Aliassime,Arthur De Greef,2019.0,7.0,3.0,28.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0506502396,0.0,0.0,10.0,3.0,54.0,35.0,30.0,12.0,10.0,0.0,1.0,25.305954825500002,0.0,0.0,5.0,4.0,71.0,37.0,23.0,16.0,10.0,8.0,11.0,1.0,0.0,0.0,0.0,1.0
Pablo Carreno Busta,Luca Vanni,2019.0,7.0,3.0,28.0,0.0,227.0,0.0,0.0,0.0,0.0,1.0,1.0,27.1266255989,0.0,0.0,20.0,3.0,156.0,108.0,83.0,25.0,26.0,2.0,4.0,33.28678987,0.0,0.0,25.0,7.0,175.0,102.0,79.0,34.0,25.0,10.0,13.0,1.0,0.0,0.0,0.0,1.0
Alexei Popyrin,Mischa Zverev,2019.0,7.0,3.0,28.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0,18.4476386037,0.0,0.0,16.0,4.0,97.0,66.0,57.0,23.0,17.0,1.0,1.0,31.0718685832,0.0,0.0,10.0,1.0,121.0,79.0,55.0,25.0,17.0,10.0,12.0,1.0,0.0,0.0,0.0,1.0
Rafael Nadal,James Duckworth,2019.0,7.0,3.0,28.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,1.0,32.2327173169,0.0,0.0,6.0,2.0,81.0,54.0,40.0,16.0,15.0,1.0,3.0,26.598220397,0.0,0.0,12.0,11.0,111.0,62.0,40.0,20.0,16.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0
Joao Sousa,Guido Pella,2019.0,7.0,3.0,28.0,0.0,241.0,0.0,0.0,0.0,0.0,1.0,0.0,29.4674880219,0.0,0.0,19.0,1.0,177.0,119.0,84.0,33.0,26.0,9.0,13.0,28.336755646799997,0.0,0.0,18.0,5.0,170.0,113.0,78.0,33.0,26.0,10.0,14.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Matteo Berrettini,2019.0,7.0,3.0,28.0,0.0,177.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,15.0,4.0,128.0,88.0,71.0,25.0,21.0,2.0,2.0,22.431211499,0.0,0.0,9.0,8.0,133.0,82.0,66.0,28.0,22.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Leonardo Mayer,Nicolas Jarry,2019.0,7.0,3.0,28.0,0.0,192.0,0.0,0.0,0.0,0.0,1.0,1.0,31.285420944600002,0.0,0.0,19.0,5.0,127.0,80.0,68.0,31.0,22.0,1.0,2.0,22.8774811773,0.0,0.0,21.0,6.0,139.0,83.0,65.0,32.0,21.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0
Mitchell Krueger,Federico Gaio,2019.0,7.0,3.0,28.0,0.0,156.0,0.0,0.0,0.0,0.0,1.0,1.0,24.621492128699998,0.0,0.0,9.0,5.0,122.0,75.0,50.0,26.0,17.0,10.0,14.0,26.4777549624,0.0,0.0,8.0,3.0,111.0,67.0,43.0,27.0,17.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Alexander Zverev,Alex Bolt,2019.0,7.0,3.0,28.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,21.3524982888,0.0,0.0,14.0,4.0,85.0,55.0,39.0,19.0,13.0,5.0,6.0,25.563312799499997,0.0,0.0,5.0,1.0,90.0,58.0,37.0,12.0,13.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0
Lucas Pouille,Alexei Popyrin,2019.0,7.0,3.0,28.0,0.0,223.0,0.0,0.0,0.0,0.0,1.0,1.0,24.5065023956,0.0,0.0,16.0,8.0,171.0,103.0,77.0,45.0,27.0,5.0,7.0,18.4476386037,0.0,0.0,16.0,9.0,179.0,111.0,84.0,35.0,25.0,10.0,13.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Nick Kyrgios,2019.0,7.0,3.0,28.0,0.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,30.0,1.0,80.0,58.0,52.0,17.0,16.0,0.0,0.0,23.3347022587,0.0,0.0,15.0,2.0,91.0,68.0,51.0,16.0,16.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Alexander Zverev,2019.0,7.0,3.0,28.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,1.0,27.665982204000002,0.0,0.0,15.0,1.0,78.0,54.0,43.0,13.0,13.0,0.0,1.0,21.3524982888,0.0,0.0,6.0,10.0,90.0,56.0,38.0,12.0,13.0,14.0,20.0,1.0,0.0,0.0,0.0,1.0
Fernando Verdasco,Miomir Kecmanovic,2019.0,7.0,3.0,28.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,1.0,34.7816563997,0.0,0.0,21.0,6.0,87.0,58.0,46.0,17.0,15.0,1.0,2.0,18.6064339493,0.0,0.0,2.0,2.0,111.0,69.0,40.0,24.0,15.0,12.0,16.0,1.0,0.0,0.0,0.0,1.0
Prajnesh Gunneswaran,Yosuke Watanuki,2019.0,7.0,3.0,28.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0,28.711841204699997,0.0,0.0,1.0,0.0,98.0,67.0,46.0,20.0,16.0,6.0,8.0,20.2984257358,0.0,0.0,7.0,4.0,107.0,71.0,47.0,18.0,16.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Filip Krajinovic,Marco Cecchinato,2019.0,7.0,3.0,28.0,0.0,164.0,0.0,0.0,0.0,0.0,1.0,1.0,26.554414784400002,0.0,0.0,20.0,3.0,130.0,77.0,63.0,21.0,22.0,1.0,7.0,25.9630390144,0.0,0.0,10.0,3.0,136.0,90.0,60.0,28.0,23.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0
