PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA_Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Jeremy Chardy,Ugo Humbert,2019.0,7.0,3.0,28.0,0.0,244.0,0.0,0.0,0.0,0.0,1.0,0.0,31.537303216999998,0.0,0.0,29.0,8.0,187.0,126.0,98.0,30.0,27.0,3.0,6.0,20.2272416153,0.0,0.0,20.0,7.0,187.0,117.0,94.0,36.0,28.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0
Yoshihito Nishioka,Tennys Sandgren,2019.0,7.0,3.0,28.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,1.0,22.9158110883,0.0,0.0,10.0,2.0,156.0,109.0,75.0,26.0,21.0,19.0,22.0,27.099247091,0.0,0.0,18.0,5.0,145.0,73.0,54.0,35.0,21.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Kamil Majchrzak,Brayden Schnur,2019.0,7.0,3.0,28.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,21.4510609172,0.0,0.0,3.0,0.0,47.0,26.0,21.0,18.0,10.0,1.0,2.0,23.129363449699998,0.0,0.0,11.0,2.0,57.0,40.0,28.0,7.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Henri Laaksonen,Mirza Basic,2019.0,7.0,3.0,28.0,0.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,26.310746064299998,0.0,0.0,20.0,2.0,136.0,95.0,68.0,22.0,21.0,5.0,9.0,27.1841204654,0.0,0.0,9.0,6.0,134.0,80.0,54.0,30.0,20.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0
Joao Domingues,Constant Lestienne,2019.0,7.0,3.0,28.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,1.0,24.5667351129,0.0,0.0,0.0,0.0,73.0,49.0,33.0,12.0,10.0,2.0,3.0,26.3189596167,0.0,0.0,1.0,5.0,60.0,37.0,29.0,9.0,10.0,8.0,11.0,1.0,0.0,0.0,0.0,1.0
Ricardas Berankis,Max Purcell,2019.0,7.0,3.0,28.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,28.240930869299998,0.0,0.0,5.0,0.0,44.0,30.0,23.0,8.0,8.0,2.0,3.0,20.1889117043,0.0,0.0,3.0,3.0,49.0,27.0,15.0,5.0,7.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Sebastian Ofner,Yasutaka Uchiyama,2019.0,7.0,3.0,28.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,22.2149212868,0.0,0.0,8.0,4.0,92.0,60.0,50.0,17.0,12.0,4.0,4.0,25.158110883000003,0.0,0.0,9.0,2.0,81.0,48.0,41.0,20.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0
Viktor Troicki,Roberto Carballes Baena,2019.0,7.0,3.0,28.0,0.0,154.0,0.0,0.0,0.0,0.0,1.0,1.0,32.5420944559,0.0,0.0,12.0,0.0,127.0,78.0,55.0,24.0,20.0,2.0,6.0,25.4291581109,0.0,0.0,7.0,3.0,103.0,74.0,53.0,13.0,19.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0
Jordan Thompson,Feliciano Lopez,2019.0,7.0,3.0,28.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3531827515,0.0,0.0,9.0,1.0,81.0,60.0,49.0,15.0,15.0,0.0,0.0,36.933607118400005,0.0,0.0,9.0,3.0,80.0,51.0,35.0,11.0,13.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Robin Haase,Guillermo Garcia Lopez,2019.0,7.0,3.0,28.0,0.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,31.3921971253,0.0,0.0,9.0,3.0,109.0,59.0,47.0,26.0,17.0,4.0,5.0,35.2881587953,0.0,0.0,5.0,5.0,101.0,64.0,46.0,19.0,17.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Karen Khachanov,Yoshihito Nishioka,2019.0,7.0,3.0,28.0,0.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,22.3244353183,0.0,0.0,16.0,4.0,100.0,64.0,41.0,18.0,13.0,5.0,7.0,22.9158110883,0.0,0.0,4.0,2.0,93.0,66.0,33.0,12.0,14.0,8.0,15.0,1.0,0.0,0.0,0.0,1.0
Diego Sebastian Schwartzman,Rudolf Molleker,2019.0,7.0,3.0,28.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,1.0,26.028747433299998,0.0,0.0,9.0,2.0,85.0,55.0,45.0,19.0,16.0,2.0,3.0,17.7385352498,0.0,0.0,9.0,5.0,92.0,59.0,33.0,14.0,16.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0
Luca Vanni,Alessandro Giannessi,2019.0,7.0,3.0,28.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,33.28678987,0.0,0.0,6.0,2.0,56.0,40.0,32.0,8.0,10.0,0.0,1.0,27.6878850103,0.0,0.0,3.0,3.0,54.0,31.0,19.0,14.0,10.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Roberto Bautista Agut,John Millman,2019.0,7.0,3.0,28.0,0.0,228.0,0.0,0.0,0.0,0.0,1.0,1.0,30.425735797399998,0.0,0.0,10.0,2.0,148.0,105.0,74.0,24.0,23.0,6.0,9.0,29.2019164956,0.0,0.0,12.0,4.0,169.0,110.0,71.0,29.0,24.0,10.0,17.0,1.0,0.0,0.0,0.0,1.0
Kamil Majchrzak,Noah Rubin,2019.0,7.0,3.0,28.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,21.4510609172,0.0,0.0,4.0,2.0,65.0,40.0,31.0,12.0,10.0,3.0,4.0,22.5133470226,0.0,0.0,2.0,0.0,50.0,33.0,19.0,7.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Ilya Ivashka,Malek Jaziri,2019.0,7.0,3.0,28.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,1.0,24.5612594114,0.0,0.0,8.0,12.0,119.0,70.0,51.0,23.0,16.0,10.0,13.0,34.6009582478,0.0,0.0,2.0,5.0,133.0,67.0,42.0,27.0,17.0,15.0,22.0,1.0,0.0,0.0,0.0,1.0
Tobias Kamke,Facundo Bagnis,2019.0,7.0,3.0,28.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,31.1567419576,0.0,0.0,3.0,4.0,67.0,39.0,28.0,17.0,9.0,4.0,4.0,28.4955509925,0.0,0.0,6.0,5.0,67.0,36.0,26.0,13.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Oscar Otte,Juan Ignacio Londero,2019.0,7.0,3.0,28.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,24.8651608487,0.0,0.0,6.0,6.0,50.0,30.0,26.0,10.0,8.0,4.0,4.0,24.917180013699998,0.0,0.0,0.0,0.0,46.0,31.0,16.0,6.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0
Nicola Kuhn,Stephane Robert,2019.0,7.0,3.0,28.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,17.9958932238,0.0,0.0,4.0,2.0,69.0,38.0,26.0,23.0,11.0,2.0,3.0,38.1245722108,0.0,0.0,2.0,2.0,68.0,44.0,29.0,17.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Lucas Pouille,2019.0,7.0,3.0,28.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,6.0,0.0,53.0,38.0,32.0,13.0,11.0,0.0,0.0,24.5065023956,0.0,0.0,4.0,3.0,74.0,40.0,27.0,9.0,11.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0
Stefano Travaglia,Guido Andreozzi,2019.0,7.0,3.0,28.0,0.0,164.0,0.0,0.0,0.0,0.0,1.0,1.0,26.6913073238,0.0,0.0,23.0,3.0,116.0,63.0,52.0,30.0,19.0,5.0,6.0,27.06091718,0.0,0.0,8.0,5.0,111.0,65.0,49.0,17.0,18.0,5.0,11.0,1.0,0.0,0.0,0.0,1.0
Gilles Simon,Bjorn Fratangelo,2019.0,7.0,3.0,28.0,0.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,33.7221081451,0.0,0.0,10.0,3.0,93.0,54.0,46.0,21.0,15.0,3.0,4.0,24.9911019849,0.0,0.0,4.0,5.0,93.0,50.0,34.0,22.0,15.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Tim Smyczek,Lukas Lacko,2019.0,7.0,3.0,28.0,0.0,168.0,0.0,0.0,0.0,0.0,1.0,1.0,30.6584531143,0.0,0.0,14.0,2.0,116.0,69.0,53.0,22.0,16.0,7.0,9.0,30.8720054757,0.0,0.0,2.0,1.0,133.0,84.0,55.0,26.0,16.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0
Viktor Troicki,Nicolas Mahut,2019.0,7.0,3.0,28.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,32.5420944559,0.0,0.0,4.0,1.0,51.0,39.0,31.0,7.0,9.0,1.0,1.0,36.5968514716,0.0,0.0,2.0,0.0,50.0,33.0,22.0,8.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Marco Trungelliti,James Ward,2019.0,7.0,3.0,28.0,0.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,28.454483230700003,0.0,0.0,8.0,2.0,106.0,63.0,46.0,19.0,14.0,12.0,14.0,30.3956194387,0.0,0.0,7.0,2.0,79.0,49.0,32.0,20.0,14.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Ryan Harrison,Jiri Vesely,2019.0,7.0,3.0,28.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,26.3052703628,0.0,0.0,20.0,0.0,66.0,42.0,40.0,16.0,14.0,0.0,0.0,25.1882272416,0.0,0.0,10.0,6.0,86.0,51.0,33.0,16.0,13.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
Miomir Kecmanovic,Thiago Monteiro,2019.0,7.0,3.0,28.0,0.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6064339493,0.0,0.0,3.0,1.0,48.0,31.0,25.0,10.0,8.0,3.0,3.0,24.1451060917,0.0,0.0,3.0,1.0,40.0,21.0,14.0,6.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0
Tatsuma Ito,Simone Bolelli,2019.0,7.0,3.0,28.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2019164956,0.0,0.0,9.0,5.0,85.0,56.0,39.0,15.0,14.0,6.0,8.0,32.7693360712,0.0,0.0,7.0,2.0,83.0,66.0,39.0,12.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Darian King,Alexey Vatutin,2019.0,7.0,3.0,28.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,1.0,25.8945927447,0.0,0.0,4.0,1.0,91.0,60.0,40.0,15.0,14.0,5.0,9.0,25.4866529774,0.0,0.0,1.0,6.0,98.0,72.0,42.0,8.0,13.0,13.0,19.0,1.0,0.0,0.0,0.0,1.0
Viktor Troicki,Lukas Rosol,2019.0,7.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,32.5420944559,0.0,0.0,7.0,1.0,66.0,41.0,31.0,12.0,9.0,4.0,5.0,32.8240930869,0.0,0.0,5.0,5.0,75.0,41.0,26.0,12.0,10.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Thiago Monteiro,Gregoire Barrere,2019.0,7.0,3.0,28.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,24.1451060917,0.0,0.0,4.0,0.0,52.0,44.0,32.0,8.0,9.0,4.0,4.0,24.5831622177,0.0,0.0,6.0,2.0,49.0,27.0,20.0,8.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Christopher Eubanks,Felix Auger Aliassime,2019.0,7.0,3.0,28.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,21.8699520876,0.0,0.0,11.0,5.0,70.0,52.0,44.0,8.0,11.0,2.0,2.0,18.0506502396,0.0,0.0,10.0,1.0,52.0,39.0,32.0,8.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Steve Darcis,2019.0,7.0,3.0,28.0,0.0,121.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,16.0,3.0,79.0,50.0,42.0,16.0,14.0,3.0,3.0,33.5934291581,0.0,0.0,11.0,1.0,84.0,59.0,37.0,10.0,13.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0
Hiroki Moriya,Jason Jung,2019.0,7.0,3.0,28.0,0.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,25.94661191,0.0,0.0,4.0,1.0,80.0,59.0,34.0,13.0,9.0,8.0,10.0,29.0841889117,0.0,0.0,2.0,1.0,41.0,31.0,12.0,3.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0
Dustin Brown,Carlos Berlocq,2019.0,7.0,3.0,28.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,1.0,33.3908281999,0.0,0.0,5.0,6.0,82.0,46.0,42.0,11.0,14.0,5.0,7.0,35.561943874099995,0.0,0.0,3.0,6.0,94.0,61.0,39.0,18.0,14.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Lukas Rosol,Thomaz Bellucci,2019.0,7.0,3.0,28.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,32.8240930869,0.0,0.0,9.0,0.0,93.0,61.0,39.0,20.0,14.0,6.0,8.0,30.409308692699998,0.0,0.0,7.0,2.0,78.0,55.0,40.0,12.0,13.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
Stefano Travaglia,Go Soeda,2019.0,7.0,3.0,28.0,0.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,26.6913073238,0.0,0.0,11.0,2.0,93.0,45.0,32.0,27.0,15.0,1.0,4.0,33.0732375086,0.0,0.0,1.0,1.0,103.0,76.0,48.0,14.0,15.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Aleksandr Nedovyesov,Dennis Novak,2019.0,7.0,3.0,28.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,28.194387405900002,0.0,0.0,3.0,1.0,62.0,44.0,34.0,10.0,9.0,3.0,3.0,24.9965776865,0.0,0.0,4.0,1.0,71.0,47.0,25.0,14.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Luca Vanni,Sergiy Stakhovsky,2019.0,7.0,3.0,28.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,1.0,33.28678987,0.0,0.0,4.0,2.0,65.0,40.0,30.0,15.0,11.0,1.0,3.0,32.5229295003,0.0,0.0,7.0,3.0,62.0,43.0,30.0,9.0,11.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Hyeon Chung,Bradley Klahn,2019.0,7.0,3.0,28.0,0.0,217.0,0.0,0.0,0.0,0.0,1.0,0.0,22.2724161533,0.0,0.0,10.0,2.0,145.0,101.0,81.0,29.0,25.0,1.0,2.0,28.019164955500003,0.0,0.0,22.0,4.0,164.0,105.0,75.0,35.0,26.0,8.0,14.0,1.0,0.0,0.0,0.0,1.0
Tatsuma Ito,Lorenzo Sonego,2019.0,7.0,3.0,28.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2019164956,0.0,0.0,1.0,3.0,99.0,60.0,43.0,23.0,15.0,4.0,8.0,23.2963723477,0.0,0.0,17.0,1.0,115.0,75.0,53.0,24.0,15.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0
Matthias Bachinger,John Patrick Smith,2019.0,7.0,3.0,28.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,31.460643394899996,0.0,0.0,1.0,4.0,84.0,55.0,40.0,13.0,11.0,6.0,7.0,28.574948665300003,0.0,0.0,2.0,2.0,56.0,37.0,26.0,9.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Rudolf Molleker,Oscar Otte,2019.0,7.0,3.0,28.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,17.7385352498,0.0,0.0,11.0,5.0,92.0,48.0,35.0,24.0,16.0,2.0,5.0,24.8651608487,0.0,0.0,23.0,6.0,88.0,57.0,41.0,17.0,16.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Daniel Evans,Tatsuma Ito,2019.0,7.0,3.0,28.0,0.0,155.0,0.0,0.0,0.0,0.0,1.0,1.0,28.071184120500003,0.0,0.0,9.0,2.0,99.0,62.0,49.0,22.0,15.0,2.0,2.0,29.2019164956,0.0,0.0,5.0,8.0,100.0,48.0,38.0,25.0,16.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Enrique Lopez Perez,Donald Young,2019.0,7.0,3.0,28.0,0.0,110.0,0.0,0.0,0.0,0.0,1.0,0.0,25.12525667,0.0,0.0,9.0,9.0,106.0,58.0,44.0,22.0,14.0,8.0,10.0,29.095140314899997,0.0,0.0,4.0,10.0,83.0,57.0,37.0,9.0,13.0,7.0,12.0,1.0,0.0,0.0,0.0,1.0
Daniel Evans,Rogerio Dutra Silva,2019.0,7.0,3.0,28.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,28.071184120500003,0.0,0.0,5.0,0.0,47.0,39.0,30.0,6.0,9.0,0.0,0.0,34.4476386037,0.0,0.0,5.0,2.0,41.0,31.0,19.0,6.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
Lloyd George Muirhead Harris,Dominik Koepfer,2019.0,7.0,3.0,28.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,21.503080082100002,0.0,0.0,12.0,1.0,62.0,48.0,37.0,6.0,10.0,3.0,4.0,24.3093771389,0.0,0.0,2.0,5.0,82.0,53.0,34.0,12.0,11.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0
Gleb Sakharov,Tim Smyczek,2019.0,7.0,3.0,28.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,29.7138945927,0.0,0.0,3.0,2.0,91.0,61.0,40.0,10.0,14.0,8.0,13.0,30.6584531143,0.0,0.0,2.0,4.0,88.0,49.0,27.0,16.0,14.0,8.0,14.0,1.0,0.0,0.0,0.0,1.0
Paolo Lorenzi,Tommy Paul,2019.0,7.0,3.0,28.0,0.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,36.6981519507,0.0,0.0,5.0,1.0,104.0,68.0,50.0,21.0,16.0,4.0,6.0,21.2594113621,0.0,0.0,7.0,1.0,89.0,54.0,45.0,18.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Henri Laaksonen,Joao Domingues,2019.0,7.0,3.0,28.0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,1.0,26.310746064299998,0.0,0.0,7.0,4.0,68.0,40.0,35.0,12.0,10.0,3.0,4.0,24.5667351129,0.0,0.0,1.0,0.0,81.0,47.0,30.0,15.0,10.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Alexey Vatutin,Filip Horansky,2019.0,7.0,3.0,28.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,25.4866529774,0.0,0.0,3.0,5.0,80.0,49.0,34.0,14.0,12.0,7.0,10.0,25.4620123203,0.0,0.0,2.0,2.0,76.0,43.0,26.0,13.0,12.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0
Thanasi Kokkinakis,Mohamed Safwat,2019.0,7.0,3.0,28.0,0.0,107.0,0.0,0.0,0.0,0.0,1.0,1.0,22.302532512,0.0,0.0,9.0,2.0,78.0,44.0,29.0,23.0,10.0,4.0,5.0,27.860369609899998,0.0,0.0,3.0,1.0,73.0,46.0,29.0,12.0,10.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0
Gleb Sakharov,Quentin Halys,2019.0,7.0,3.0,28.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,29.7138945927,0.0,0.0,2.0,1.0,53.0,38.0,26.0,8.0,9.0,2.0,4.0,21.8918548939,0.0,0.0,3.0,6.0,56.0,36.0,23.0,5.0,9.0,7.0,12.0,1.0,0.0,0.0,0.0,1.0
Nikoloz Basilashvili,Stefano Travaglia,2019.0,7.0,3.0,28.0,0.0,174.0,0.0,0.0,0.0,0.0,1.0,1.0,26.5653661875,0.0,0.0,9.0,12.0,137.0,85.0,61.0,22.0,23.0,4.0,10.0,26.6913073238,0.0,0.0,13.0,7.0,131.0,75.0,49.0,28.0,23.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0
Grigor Dimitrov,Thomas Fabbiano,2019.0,7.0,3.0,28.0,0.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,27.282683093800003,0.0,0.0,13.0,3.0,84.0,53.0,45.0,19.0,16.0,2.0,4.0,29.177275838499998,0.0,0.0,4.0,2.0,98.0,58.0,38.0,23.0,16.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Pedro Sousa,2019.0,7.0,3.0,28.0,0.0,118.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,5.0,2.0,89.0,60.0,46.0,16.0,16.0,1.0,2.0,30.135523614,0.0,0.0,1.0,2.0,95.0,54.0,36.0,24.0,16.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Stefano Travaglia,Andrej Martin,2019.0,7.0,3.0,28.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,26.6913073238,0.0,0.0,3.0,2.0,56.0,25.0,19.0,21.0,10.0,1.0,2.0,28.8186173854,0.0,0.0,0.0,1.0,58.0,36.0,25.0,10.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Mitchell Krueger,2019.0,7.0,3.0,28.0,0.0,123.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,6.0,2.0,65.0,48.0,41.0,10.0,13.0,1.0,2.0,24.621492128699998,0.0,0.0,2.0,2.0,117.0,81.0,46.0,13.0,12.0,14.0,20.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Rafael Nadal,2019.0,7.0,3.0,28.0,0.0,124.0,0.0,0.0,0.0,0.0,1.0,0.0,31.266255989,0.0,0.0,8.0,0.0,69.0,50.0,40.0,16.0,13.0,1.0,1.0,32.2327173169,0.0,0.0,3.0,2.0,73.0,47.0,24.0,16.0,13.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0
John Millman,Federico Delbonis,2019.0,7.0,3.0,28.0,0.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,29.2019164956,0.0,0.0,11.0,3.0,115.0,80.0,65.0,15.0,19.0,8.0,11.0,27.893223819299998,0.0,0.0,6.0,2.0,119.0,72.0,46.0,26.0,19.0,4.0,9.0,1.0,0.0,0.0,0.0,1.0
Yosuke Watanuki,Matthias Bachinger,2019.0,7.0,3.0,28.0,0.0,122.0,0.0,0.0,0.0,0.0,1.0,1.0,20.2984257358,0.0,0.0,5.0,7.0,105.0,53.0,32.0,29.0,15.0,7.0,12.0,31.460643394899996,0.0,0.0,1.0,3.0,86.0,57.0,40.0,15.0,14.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Henri Laaksonen,2019.0,7.0,3.0,28.0,0.0,232.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,5.0,7.0,172.0,107.0,72.0,35.0,25.0,9.0,13.0,26.310746064299998,0.0,0.0,6.0,1.0,157.0,95.0,62.0,32.0,24.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0
Mitchell Krueger,Adrian Menendez Maceiras,2019.0,7.0,3.0,28.0,0.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,24.621492128699998,0.0,0.0,9.0,0.0,100.0,65.0,45.0,18.0,15.0,13.0,16.0,32.887063655,0.0,0.0,10.0,0.0,100.0,67.0,45.0,15.0,15.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Taro Daniel,Thanasi Kokkinakis,2019.0,7.0,3.0,28.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,25.5797399042,0.0,0.0,3.0,2.0,61.0,38.0,28.0,10.0,9.0,5.0,7.0,22.302532512,0.0,0.0,0.0,1.0,67.0,53.0,34.0,7.0,9.0,8.0,10.0,1.0,0.0,0.0,0.0,1.0
Bjorn Fratangelo,Tallon Griekspoor,2019.0,7.0,3.0,28.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,24.9911019849,0.0,0.0,5.0,1.0,56.0,34.0,29.0,15.0,11.0,0.0,0.0,21.6153319644,0.0,0.0,4.0,1.0,75.0,45.0,30.0,16.0,11.0,8.0,10.0,1.0,0.0,0.0,0.0,1.0
Christopher Eubanks,Corentin Moutet,2019.0,7.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,21.8699520876,0.0,0.0,11.0,6.0,68.0,48.0,40.0,6.0,13.0,0.0,2.0,19.4140999316,0.0,0.0,1.0,5.0,80.0,50.0,35.0,11.0,12.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Filippo Baldi,Yannick Maden,2019.0,7.0,3.0,28.0,0.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,22.340862423,0.0,0.0,3.0,2.0,70.0,36.0,28.0,23.0,11.0,3.0,3.0,28.887063655,0.0,0.0,2.0,3.0,58.0,38.0,26.0,10.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
Radu Albot,Michael Mmoh,2019.0,7.0,3.0,28.0,0.0,175.0,0.0,0.0,0.0,0.0,1.0,1.0,28.848733744,0.0,0.0,10.0,1.0,125.0,90.0,54.0,19.0,18.0,8.0,13.0,20.6269678303,0.0,0.0,4.0,12.0,123.0,70.0,43.0,21.0,18.0,9.0,17.0,1.0,0.0,0.0,0.0,1.0
Prajnesh Gunneswaran,Viktor Galovic,2019.0,7.0,3.0,28.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,28.711841204699997,0.0,0.0,6.0,0.0,75.0,51.0,35.0,13.0,10.0,4.0,5.0,27.841204654299997,0.0,0.0,6.0,4.0,76.0,51.0,30.0,11.0,10.0,8.0,11.0,1.0,0.0,0.0,0.0,1.0
Oscar Otte,Salvatore Caruso,2019.0,7.0,3.0,28.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,24.8651608487,0.0,0.0,16.0,4.0,75.0,49.0,39.0,11.0,11.0,7.0,8.0,25.1416837782,0.0,0.0,2.0,1.0,58.0,31.0,24.0,12.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
Lorenzo Sonego,Jay Clarke,2019.0,7.0,3.0,28.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2963723477,0.0,0.0,7.0,1.0,65.0,37.0,28.0,15.0,9.0,6.0,7.0,19.9315537303,0.0,0.0,1.0,4.0,54.0,24.0,16.0,10.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0
