PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
John Millman,Marcel Granollers,2019,25,0,32,0,85,0,0,0,0,1,1,0,29.201915999999997,0,0,0,4,52,32,22,6,9,4,8,0,31.071869,0,0,3,1,55,32,25,12,10,2,4,1,0,0,0,1
Marius Copil,Marcel Granollers,2019,7,0,28,0,105,0,0,0,0,1,1,0,27.86037,0,0,11,3,88,53,47,15,15,4,5,0,31.071869,0,0,10,3,76,45,34,13,14,0,4,1,0,0,0,1
Benoit Paire,Simone Bolelli,2019,18,0,32,0,82,0,0,0,0,1,1,0,29.341547,0,0,1,1,63,46,28,10,11,2,5,0,30.354552,0,0,12,4,65,31,27,18,11,1,3,1,0,1,0,0
Tatsuma Ito,Simone Bolelli,2019,7,0,28,0,120,0,0,0,0,1,1,0,26.806296999999997,0,0,9,5,85,56,39,15,14,6,8,0,30.354552,0,0,7,2,83,66,39,12,13,0,3,1,0,0,0,1
Ernests Gulbis,Sergiy Stakhovsky,2019,4,0,28,0,79,0,0,0,0,1,1,0,27.824778000000002,0,0,5,1,55,32,25,10,9,0,2,0,31.775496,0,0,6,2,55,34,26,14,10,0,0,1,0,0,0,1
Daniel Brands,Sergiy Stakhovsky,2019,4,0,28,0,89,0,0,0,0,1,1,0,26.666666999999997,0,0,13,2,80,52,37,11,11,4,8,0,31.775496,0,0,8,4,78,43,31,19,11,3,6,1,0,0,0,1
Daniel Brands,Nikoloz Basilashvili,2019,4,0,28,0,92,0,0,0,0,1,1,0,26.666666999999997,0,0,7,10,88,48,37,17,12,5,8,0,26.565365999999997,0,0,11,4,76,52,36,15,12,4,6,1,0,0,0,1
Malek Jaziri,Carlos Berlocq,2019,14,0,128,0,168,0,0,0,0,1,1,0,34.562628000000004,0,0,2,2,109,68,37,21,16,3,9,0,34.546201,0,0,2,6,105,48,30,28,15,2,7,1,0,0,0,1
Dustin Brown,Carlos Berlocq,2019,7,0,28,0,112,0,0,0,0,1,1,0,32.605065,0,0,5,6,82,46,42,11,14,5,7,0,34.546201,0,0,3,6,94,61,39,18,14,8,12,1,0,0,0,1
Santiago Giraldo,James Ward,2019,20,0,96,0,88,0,0,0,0,1,1,0,29.6564,0,0,2,0,66,45,33,13,10,3,3,0,27.980835,0,0,5,0,60,33,24,15,10,3,5,1,0,0,0,1
Lukas Rosol,Thomaz Bellucci,2019,7,0,28,0,112,0,0,0,0,1,0,0,31.233402,0,0,9,0,93,61,39,20,14,6,8,0,29.585216,0,0,7,2,78,55,40,12,13,4,6,1,0,0,0,1
Martin Klizan,Daniel Brands,2019,4,0,28,0,99,0,0,0,0,0,1,0,29.185489,0,0,5,2,78,51,33,13,11,4,6,0,26.666666999999997,0,0,6,3,71,47,35,13,11,1,2,1,0,0,0,1
Alessandro Giannessi,Joao Souza,2019,25,0,32,0,94,0,0,0,0,0,1,0,27.132101000000002,0,0,4,1,61,47,35,11,10,0,0,0,26.992471000000002,0,0,8,2,70,53,38,7,11,2,4,1,0,0,0,1
Sergiy Stakhovsky,Kenny De Schepper,2019,7,0,28,0,107,0,0,0,0,1,0,0,31.775496,0,0,4,3,93,70,46,12,14,8,11,0,27.644078999999998,0,0,6,3,83,58,36,13,14,6,11,1,0,0,0,1
