tourney_year,tourney_month,tourney_day,tourney_surface,tourney_singles_draw,winner_name,losers_name,match_duration,winner_aces,winner_double_faults,winner_service_points_total,winner_first_serves_in,winner_first_serve_points_won,winner_second_serve_points_won,winner_service_games_played,winner_break_points_saved,winner_break_points_serve_total,loser_aces,loser_double_faults,loser_service_points_total,loser_first_serves_in,loser_first_serve_points_won,loser_second_serve_points_won,loser_service_games_played,loser_break_points_saved,loser_break_points_serve_total
2018,2,5,Hard,28,Tomas Berdych,Viktor Troicki,61,4,0,44,26,21,12,8,1,1,5,5,52,31,20,5,7,5,9
2018,2,5,Hard,28,Andreas Seppi,Daniil Medvedev,123,15,1,101,74,56,10,16,4,7,6,7,98,63,44,19,15,5,8
2018,2,5,Hard,28,Robin Haase,Tallon Griekspoor,66,6,0,44,20,19,12,8,0,1,2,1,53,35,18,6,8,5,10
2018,2,5,Hard,28,Andrey Rublev,Damir Dzumhur,106,6,3,84,60,39,7,11,9,13,1,3,85,53,28,16,11,10,15
2018,2,5,Hard,28,Daniil Medvedev,Pierre-Hugues Herbert,131,4,4,96,58,45,21,15,3,4,13,2,103,63,51,19,16,4,5
2018,2,5,Hard,28,Roger Federer,Ruben Bemelmans,47,6,0,36,23,21,11,8,0,0,3,1,46,32,16,5,7,6,10
2018,2,5,Hard,28,Alexander Zverev,David Ferrer,85,4,1,66,45,29,10,9,9,11,0,4,64,46,25,6,10,1,6
2018,2,5,Hard,28,Tallon Griekspoor,Stan Wawrinka,89,2,0,68,47,39,14,14,0,1,7,2,78,39,29,20,13,5,8
2018,2,5,Hard,28,David Goffin,Nicolas Mahut,65,7,1,56,41,28,11,8,3,3,2,0,49,32,18,7,8,4,8
2018,2,5,Hard,28,Grigor Dimitrov,Yuichi Sugita,106,9,4,75,45,34,15,11,0,1,1,0,79,44,29,20,11,3,5
2018,2,5,Hard,28,Tomas Berdych,Mischa Zverev,72,6,1,64,44,36,10,11,5,6,3,0,54,34,23,12,10,2,5
2018,2,5,Hard,28,Daniil Medvedev,Gilles Muller,121,12,2,88,51,36,19,11,9,11,11,6,100,61,39,17,11,11,14
2018,2,5,Hard,28,Damir Dzumhur,Marius Copil,78,4,1,65,49,34,9,10,2,3,10,4,59,36,26,10,10,0,3
2018,2,5,Hard,28,Andrey Rublev,Lucas Pouille,93,6,4,61,37,29,14,11,6,8,12,4,91,52,37,12,11,9,13
2018,2,5,Hard,28,Robin Haase,Thiemo de Bakker,54,4,1,38,19,17,15,8,0,0,4,3,46,33,20,2,8,2,6
2018,2,5,Hard,28,Pierre-Hugues Herbert,Richard Gasquet,16,3,0,12,6,6,4,2,0,0,0,0,11,6,3,3,2,0,1
2018,2,5,Hard,28,Philipp Kohlschreiber,Karen Khachanov,153,6,0,103,67,43,22,16,6,10,11,1,106,69,50,17,17,3,6
2018,2,5,Hard,28,Filip Krajinovic,Felix Auger-Aliassime,135,4,1,92,61,45,16,14,6,7,14,3,106,68,47,18,15,10,13
2018,2,5,Hard,28,Feliciano Lopez,Martin Klizan,87,15,2,69,45,37,13,11,3,4,7,3,69,48,34,11,10,4,6
2018,2,5,Hard,28,Andreas Seppi,Joao Sousa,110,4,2,84,49,37,15,12,4,6,12,3,87,55,40,14,13,4,7
2018,2,5,Hard,28,Viktor Troicki,Jan-Lennard Struff,109,14,2,87,67,53,8,13,3,5,11,5,119,76,55,19,14,6,8
2018,2,5,Hard,28,Pierre-Hugues Herbert,Ricardas Berankis,130,16,2,104,76,56,16,16,5,7,3,6,89,48,39,24,15,2,4
2018,2,5,Hard,28,Daniil Medvedev,Nicolas Mahut,74,10,2,61,43,34,9,10,6,6,1,4,61,38,28,9,10,3,5
2018,2,5,Hard,28,Martin Klizan,Andreas Seppi,106,3,3,77,48,34,15,10,9,11,7,3,87,46,37,12,11,5,9
2018,2,5,Hard,28,Daniil Medvedev,Jonathan Eysseric,41,7,1,39,25,22,7,7,0,0,0,3,35,19,9,3,7,2,7
2018,2,5,Hard,28,Ruben Bemelmans,Tim Van Rijthoven,77,5,0,46,29,25,11,9,0,0,10,3,79,55,32,12,10,13,16
2018,2,5,Hard,28,Pierre-Hugues Herbert,Uladzimir Ignatik,98,14,3,79,54,48,11,15,4,6,6,1,86,55,41,15,14,4,7
2018,2,5,Hard,28,Ruben Bemelmans,Denis Istomin,74,3,0,63,47,34,10,10,6,6,9,0,59,46,33,6,10,1,3
2018,2,5,Hard,28,Martin Klizan,Stefanos Tsitsipas,135,4,5,117,76,56,18,16,6,9,12,1,96,58,49,22,16,1,2
2018,2,5,Hard,28,Andreas Seppi,Scott Griekspoor,87,3,3,72,39,33,17,11,1,2,6,3,75,46,36,14,11,5,7
2018,2,5,Hard,28,Nicolas Mahut,Botic Van de Zandschulp,88,11,1,79,51,43,14,14,3,4,15,2,69,48,35,11,13,5,8
2018,2,5,Hard,28,Tim Van Rijthoven,Thomas Fabbiano,88,14,2,57,40,32,10,11,0,2,3,1,83,57,33,14,11,5,8
2018,2,5,Hard,28,Ricardas Berankis,Matthias Bachinger,84,1,3,67,33,25,21,10,4,5,2,1,66,39,18,18,10,4,8
2018,2,12,Hard,32,Sam Querrey,Adrian Mannarino,118,21,2,96,69,53,14,16,5,6,9,1,101,78,52,14,17,3,7
2018,2,12,Hard,32,Kevin Anderson,Kei Nishikori,132,23,0,84,66,52,9,14,3,4,5,3,89,53,37,22,14,4,6
2018,2,12,Hard,32,Kevin Anderson,Frances Tiafoe,125,16,0,92,64,50,16,16,2,3,7,5,87,50,41,18,15,5,7
2018,2,12,Hard,32,Kevin Anderson,Sam Querrey,133,16,1,106,75,51,18,16,5,8,9,1,95,63,46,12,15,4,7
2018,2,12,Hard,32,Sam Querrey,Ivo Karlovic,80,11,0,65,52,48,11,12,0,0,15,1,74,52,42,16,12,2,2
2018,2,12,Hard,32,Kevin Anderson,Ernesto Escobedo,112,22,1,72,50,44,19,15,1,2,13,3,94,53,44,25,16,2,3
2018,2,12,Hard,32,Adrian Mannarino,Adrian Menendez-Maceiras,151,10,1,105,72,44,17,15,6,10,5,0,92,57,35,19,14,7,11
2018,2,12,Hard,32,Kei Nishikori,Radu Albot,118,3,1,78,50,39,13,13,5,8,1,3,77,52,30,10,13,6,12
2018,2,12,Hard,32,Radu Albot,John Isner,125,1,3,99,68,46,20,15,4,6,28,2,90,66,55,9,15,3,5
2018,2,12,Hard,32,Kei Nishikori,Evgeny Donskoy,65,7,0,44,24,20,17,9,0,0,2,0,54,43,28,2,9,1,4
2018,2,12,Hard,32,Adrian Mannarino,Peter Gojowczyk,121,4,1,97,67,51,16,15,6,7,10,3,93,65,46,15,14,5,8
2018,2,12,Hard,32,Sam Querrey,Mikhail Youzhny,64,13,0,61,41,33,12,10,3,3,1,0,53,40,27,6,9,3,5
2018,2,12,Hard,32,Ivo Karlovic,Ryan Harrison,61,16,0,55,40,33,8,10,1,1,6,0,51,36,28,9,10,2,4
2018,2,12,Hard,32,Frances Tiafoe,Dudi Sela,95,6,1,80,54,39,14,12,8,9,7,6,81,45,32,17,13,4,8
2018,2,12,Hard,32,Adrian Menendez-Maceiras,Jeremy Chardy,109,9,1,79,50,34,17,12,6,8,7,2,75,54,38,7,12,2,5
2018,2,12,Hard,32,Kei Nishikori,Noah Rubin,95,3,1,52,32,23,12,10,0,2,5,4,87,59,34,11,11,9,14
2018,2,12,Hard,32,Ryan Harrison,Donald Young,92,10,1,72,49,36,11,11,4,6,2,3,70,38,24,16,10,7,10
2018,2,12,Hard,32,Adrian Menendez-Maceiras,Steve Johnson,132,6,2,99,76,48,14,14,6,9,21,2,87,52,39,18,14,2,4
2018,2,12,Hard,32,Dudi Sela,Nikoloz Basilashvili,59,3,2,52,37,21,11,10,3,6,1,2,50,34,20,5,10,1,6
2018,2,12,Hard,32,Radu Albot,Bjorn Fratangelo,72,1,0,48,37,32,8,10,0,0,4,2,64,37,25,12,9,3,5
2018,2,12,Hard,32,Jeremy Chardy,Stefano Travaglia,126,9,3,100,69,52,18,16,3,5,16,5,97,56,46,19,16,3,5
2018,2,12,Hard,32,Ernesto Escobedo,Mackenzie McDonald,118,12,2,108,70,54,21,16,3,4,10,2,82,58,44,16,15,1,2
2018,2,12,Hard,32,Evgeny Donskoy,Victor Estrella Burgos,83,5,3,54,33,27,15,10,0,0,3,5,66,47,30,7,9,4,7
2018,2,12,Hard,32,Peter Gojowczyk,Blaz Kavcic,80,6,0,51,37,28,11,9,0,0,3,2,80,45,28,16,9,9,12
2018,2,12,Hard,32,Ivo Karlovic,Jared Donaldson,81,20,1,61,46,38,11,11,0,0,8,2,73,44,37,14,11,5,6
2018,2,12,Hard,32,Frances Tiafoe,Sebastian Korda,103,7,3,84,51,40,15,14,4,7,11,6,93,60,41,11,14,12,17
2018,2,12,Hard,32,Mikhail Youzhny,Matthew Ebden,104,6,1,80,49,36,17,14,2,4,10,2,81,55,38,15,14,4,7
2018,2,12,Hard,32,Bjorn Fratangelo,Alexander Bublik,123,4,0,91,68,48,13,15,1,3,12,1,106,60,42,25,16,4,6
2018,2,12,Hard,32,Stefano Travaglia,Tim Smyczek,122,8,0,97,62,42,21,15,8,11,3,0,89,60,43,14,14,5,7
2018,2,12,Hard,32,Adrian Menendez-Maceiras,Liam Broady,93,4,0,67,55,34,9,10,3,4,3,1,58,38,23,10,11,1,5
2018,2,12,Hard,32,Ernesto Escobedo,Christopher Eubanks,115,11,2,96,61,44,22,16,10,12,24,5,101,66,50,16,16,5,8
2018,2,12,Hard,32,Christopher Eubanks,Taro Daniel,72,14,1,58,42,34,10,11,3,4,4,2,68,39,26,15,10,5,8
2018,2,12,Hard,32,Liam Broady,Cameron Norrie,101,3,0,82,53,38,13,11,10,12,7,1,75,54,31,12,11,4,7
2018,2,12,Hard,32,Tim Smyczek,Michael Mmoh,74,5,0,52,38,29,8,9,4,5,2,3,55,39,24,5,8,5,9
2018,2,12,Hard,32,Bjorn Fratangelo,Gary Kushnirovich,66,1,0,49,30,25,13,9,2,2,5,1,46,26,19,8,9,1,4
2018,2,12,Hard,32,Adrian Menendez-Maceiras,Darian King,125,5,3,86,60,40,15,12,7,10,0,1,81,52,32,16,12,3,7
2018,2,12,Hard,32,Alexander Bublik,Sebastian Ofner,72,8,4,61,38,33,10,10,2,3,2,0,66,42,25,10,9,7,11
2018,2,12,Hard,32,Stefano Travaglia,Peter Polansky,115,10,0,97,60,46,21,16,5,7,5,1,92,64,45,14,16,1,4
2018,2,12,Hard,32,Ernesto Escobedo,Ramkumar Ramanathan,76,3,1,62,37,29,17,11,2,2,6,2,54,34,25,12,10,2,4
2018,2,12,Hard,28,Dominic Thiem,Aljaz Bedene,91,3,1,59,36,25,15,9,2,2,3,3,62,30,19,14,9,6,9
2018,2,12,Hard,28,Dominic Thiem,Guido Pella,109,3,1,72,54,38,9,11,2,4,4,0,80,54,35,12,11,9,12
2018,2,12,Hard,28,Aljaz Bedene,Federico Delbonis,117,15,1,72,49,32,12,12,1,4,1,3,77,45,27,17,13,4,9
2018,2,12,Hard,28,Dominic Thiem,Gael Monfils,64,3,3,45,27,23,10,8,0,0,0,0,56,44,21,5,7,5,9
2018,2,12,Hard,28,Aljaz Bedene,Diego Schwartzman,97,5,1,66,42,30,11,10,8,10,0,3,65,39,23,13,10,2,6
2018,2,12,Hard,28,Federico Delbonis,Guillermo Garcia-Lopez,86,3,1,63,42,28,15,11,3,4,1,0,55,41,27,8,10,1,4
2018,2,12,Hard,28,Gael Monfils,Leonardo Mayer,122,3,0,84,62,40,15,14,3,5,4,8,87,52,36,20,14,3,6
2018,2,12,Hard,28,Dominic Thiem,Horacio Zeballos,90,4,1,53,41,29,9,9,1,1,2,0,70,50,32,8,10,7,10
2018,2,12,Hard,28,Aljaz Bedene,Albert Ramos-Vinolas,130,19,2,77,42,37,19,14,4,5,5,2,91,63,44,14,14,6,9
2018,2,12,Hard,28,Guillermo Garcia-Lopez,Pablo Carreno Busta,162,4,7,106,70,45,14,15,3,9,3,3,133,86,52,26,16,10,14
2018,2,12,Hard,28,Diego Schwartzman,Thomaz Bellucci,110,3,3,75,51,37,10,13,3,6,4,4,83,47,30,17,13,8,13
2018,2,12,Hard,28,Leonardo Mayer,Fabio Fognini,73,4,0,50,32,26,10,9,2,3,2,2,57,38,22,9,9,2,6
2018,2,12,Hard,28,Guido Pella,Fernando Verdasco,78,1,3,55,44,31,6,9,1,2,5,3,62,39,24,8,9,5,9
2018,2,12,Hard,28,Diego Schwartzman,Andreas Haider-Maurer,82,3,2,59,36,23,11,9,2,4,3,3,57,34,18,10,10,2,7
2018,2,12,Hard,28,Gael Monfils,Dusan Lajovic,82,1,2,66,56,32,5,10,2,5,1,1,69,47,25,8,9,6,11
2018,2,12,Hard,28,Gael Monfils,Pablo Cuevas,65,0,2,57,44,33,8,9,2,2,0,1,46,31,17,8,8,0,3
2018,2,12,Hard,28,Fernando Verdasco,Thiago Monteiro,93,5,0,57,31,23,20,10,1,1,4,2,74,41,28,15,10,9,12
2018,2,12,Hard,28,Thomaz Bellucci,Pedro Cachin,58,0,1,40,24,19,10,7,0,0,0,4,43,27,13,4,8,1,6
2018,2,12,Hard,28,Federico Delbonis,Florian Mayer,96,3,4,76,45,27,18,11,4,8,0,2,71,43,24,15,11,2,7
2018,2,12,Hard,28,Federico Delbonis,Gastao Elias,139,1,4,81,51,41,15,12,4,5,1,2,101,61,43,21,12,3,4
2018,2,12,Hard,28,Aljaz Bedene,Jiri Vesely,62,8,0,38,23,19,8,7,1,2,1,4,52,30,15,6,8,7,13
2018,2,12,Hard,28,Gastao Elias,Roberto Carballes Baena,87,4,3,56,32,24,11,9,3,4,1,2,59,37,20,12,9,0,4
2018,2,12,Hard,28,Guillermo Garcia-Lopez,Carlos Berlocq,81,2,0,51,31,25,14,9,4,4,3,1,59,40,24,8,9,2,5
2018,2,12,Hard,28,Leonardo Mayer,Rogerio Dutra Silva,141,7,2,89,65,49,12,15,0,2,1,3,101,71,47,12,15,7,12
2018,2,12,Hard,28,Dusan Lajovic,Facundo Bagnis,84,4,2,72,50,34,14,10,5,6,1,3,64,43,26,11,9,4,7
2018,2,12,Hard,28,Guido Pella,Nicolas Kicker,124,8,0,82,48,33,17,14,2,6,0,3,81,56,35,12,14,7,11
2018,2,12,Hard,28,Horacio Zeballos,Marco Cecchinato,71,2,1,55,39,33,7,9,2,2,5,2,51,39,26,4,8,3,6
2018,2,12,Hard,28,Marco Cecchinato,Casper Ruud,84,2,0,66,53,34,12,11,5,7,1,4,64,45,27,10,10,0,3
2018,2,12,Hard,28,Rogerio Dutra Silva,Guilherme Clezar,133,3,1,84,62,39,14,12,4,7,2,3,83,51,38,13,12,6,9
2018,2,12,Hard,28,Thomaz Bellucci,Hernan Casanova,90,1,1,57,39,31,9,9,8,9,0,1,76,54,29,9,9,8,12
2018,2,12,Hard,28,Facundo Bagnis,Gastao Elias,153,3,4,97,65,42,14,13,13,16,0,10,111,67,38,14,13,11,19
2018,2,12,Hard,28,Facundo Bagnis,Tennys Sandgren,60,4,0,42,28,21,8,8,0,1,0,1,42,31,18,1,7,0,5
2018,2,12,Hard,28,Rogerio Dutra Silva,Andrea Collarini,135,3,1,83,58,42,17,12,4,5,4,4,82,48,36,15,12,5,8
2018,2,12,Hard,28,Marco Cecchinato,Guido Andreozzi,95,3,2,66,43,29,13,10,3,4,2,2,67,41,27,10,9,6,9
2018,2,12,Hard,28,Thomaz Bellucci,Juan Ignacio Galarza,78,4,3,60,32,25,18,10,1,1,6,2,50,31,25,10,10,1,3
2018,2,12,Hard,28,Gastao Elias,Joao Souza,142,5,2,94,51,38,24,13,8,9,2,4,93,59,34,16,12,10,14
2018,2,12,Hard,28,Guilherme Clezar,Renzo Olivo,84,0,0,48,32,21,10,9,1,3,1,1,66,42,20,10,9,8,14
2018,2,12,Hard,28,Casper Ruud,Joao Domingues,63,0,0,43,27,21,9,8,0,1,0,2,51,35,16,8,8,6,11
2018,2,12,Hard,28,Hernan Casanova,Alessandro Giannessi,103,0,2,78,63,45,3,11,3,5,1,4,70,41,31,13,11,3,6
2018,2,12,Clay,28,Fernando Verdasco,Fabio Fognini,75,1,4,52,29,22,12,9,3,4,0,2,59,41,22,7,10,1,6
2018,2,12,Clay,28,Diego Schwartzman,Nicolas Jarry,77,6,5,67,38,28,15,10,6,7,6,5,57,39,23,8,10,4,8
2018,2,12,Clay,28,Diego Schwartzman,Fernando Verdasco,83,2,4,69,35,26,17,9,8,9,3,3,51,27,18,7,8,1,5
2018,2,12,Clay,28,Fernando Verdasco,Dominic Thiem,86,4,2,60,37,31,9,8,4,4,6,3,64,39,22,9,8,9,13
2018,2,12,Clay,28,Gael Monfils,Marin Cilic,126,8,8,78,46,35,15,10,4,6,2,3,88,41,27,23,11,7,11
2018,2,12,Clay,28,Diego Schwartzman,Gael Monfils,83,3,1,65,36,26,12,10,0,2,5,7,58,33,22,9,9,3,7
2018,2,12,Clay,28,Nicolas Jarry,Pablo Cuevas,84,4,2,72,50,35,14,11,4,4,2,3,54,36,27,10,10,2,4
2018,2,12,Clay,28,Fabio Fognini,Aljaz Bedene,154,1,2,102,63,41,27,14,11,12,3,3,108,58,42,19,14,8,13
2018,2,12,Clay,28,Aljaz Bedene,Pablo Carreno Busta,148,9,1,106,61,36,22,14,10,15,2,4,90,52,25,16,14,7,15
2018,2,12,Clay,28,Dominic Thiem,Pablo Andujar,36,1,0,16,10,6,4,3,1,2,0,1,37,23,13,4,3,3,5
2018,2,12,Clay,28,Nicolas Jarry,Albert Ramos-Vinolas,102,6,4,62,35,27,13,11,2,4,1,2,74,39,23,16,10,7,11
2018,2,12,Clay,28,Fabio Fognini,Tennys Sandgren,137,1,5,93,55,38,26,16,2,4,9,0,92,59,42,20,16,2,4
2018,2,12,Clay,28,Diego Schwartzman,Federico Delbonis,77,1,1,49,28,21,7,9,3,6,2,5,54,26,13,8,8,3,9
2018,2,12,Clay,28,Pablo Cuevas,Gastao Elias,96,1,3,54,35,26,10,10,1,3,1,6,56,25,16,11,9,5,10
2018,2,12,Clay,28,Fernando Verdasco,Nicolas Kicker,127,7,3,92,64,44,13,13,4,5,3,6,84,52,32,10,13,3,9
2018,2,12,Clay,28,Marin Cilic,Carlos Berlocq,80,4,1,54,27,24,15,9,3,3,1,3,55,42,27,3,8,2,5
2018,2,12,Clay,28,Dominic Thiem,Dusan Lajovic,77,2,2,56,30,24,17,10,2,3,1,1,58,36,19,13,10,7,11
2018,2,12,Clay,28,Pablo Carreno Busta,Marco Cecchinato,64,0,2,53,41,29,6,8,4,5,2,1,54,36,22,3,9,6,11
2018,2,12,Clay,28,Fabio Fognini,Thomaz Bellucci,170,4,10,98,60,39,16,16,2,7,3,2,122,69,41,20,16,15,23
2018,2,12,Clay,28,Pablo Cuevas,Thiago Monteiro,162,11,7,108,60,48,22,17,3,7,9,2,100,64,44,15,16,1,6
2018,2,12,Clay,28,Diego Schwartzman,Casper Ruud,30,1,0,9,7,6,2,2,0,0,0,0,21,9,6,3,3,1,3
2018,2,12,Clay,28,Fernando Verdasco,Leonardo Mayer,116,4,6,81,50,40,16,13,5,6,4,5,78,44,30,19,13,2,5
2018,2,12,Clay,28,Pablo Andujar,Gerald Melzer,91,0,2,63,46,32,8,10,4,6,0,2,55,34,16,12,10,3,8
2018,2,12,Clay,28,Aljaz Bedene,Andreas Haider-Maurer,79,6,0,42,15,13,24,9,0,0,4,3,62,31,24,8,9,6,10
2018,2,12,Clay,28,Federico Delbonis,Jiri Vesely,66,5,3,51,33,26,7,6,7,7,2,5,43,22,12,11,7,0,3
2018,2,12,Clay,28,Albert Ramos-Vinolas,Rogerio Dutra Silva,147,2,2,87,52,37,17,14,4,7,3,4,86,48,36,17,14,4,8
2018,2,12,Clay,28,Nicolas Jarry,Guillermo Garcia-Lopez,99,4,1,68,34,28,23,11,4,4,7,6,73,43,34,13,10,4,5
2018,2,12,Clay,28,Gastao Elias,Guido Pella,173,4,5,108,56,39,24,17,4,9,3,4,99,57,36,21,17,5,11
2018,2,12,Clay,28,Nicolas Kicker,Victor Estrella Burgos,81,1,2,46,28,23,10,9,0,1,2,1,60,33,19,12,9,1,5
2018,2,12,Clay,28,Gael Monfils,Horacio Zeballos,139,10,3,95,62,46,19,17,1,4,5,2,97,58,41,22,16,4,7
2018,2,12,Clay,28,Tennys Sandgren,Roberto Carballes Baena,109,8,2,72,36,28,20,12,2,4,0,2,63,39,29,9,12,2,6
2018,2,12,Clay,28,Roberto Carballes Baena,Alessandro Giannessi,87,3,2,46,30,20,11,9,2,4,1,5,61,35,21,8,8,7,12
2018,2,12,Clay,28,Marco Cecchinato,Renzo Olivo,112,4,0,76,58,39,9,10,2,4,0,6,74,37,24,15,10,3,7
2018,2,12,Clay,28,Corentin Moutet,Gastao Elias,162,1,8,90,60,35,14,15,5,11,2,4,102,56,36,14,15,7,16
2018,2,12,Clay,28,Carlos Berlocq,Tommy Robredo,139,2,5,101,53,34,21,11,9,13,0,8,75,38,28,12,11,7,12
2018,2,12,Clay,28,Roberto Carballes Baena,Carlos Taberner,104,4,4,59,41,32,8,10,3,5,1,4,70,38,20,14,10,5,10
2018,2,12,Clay,28,Gastao Elias,Jose Pereira,72,2,3,51,33,27,11,9,3,3,0,3,59,46,28,6,9,2,5
2018,2,12,Clay,28,Marco Cecchinato,Joao Domingues,75,1,1,56,35,26,13,9,3,3,0,0,63,45,25,9,8,7,10
2018,2,12,Clay,28,Carlos Berlocq,Joao Souza,102,0,0,46,27,20,12,9,3,5,0,2,67,27,18,15,10,5,11
2018,2,12,Clay,28,Renzo Olivo,Pedro Sousa,84,0,9,63,33,27,15,9,4,4,1,3,57,37,26,9,10,2,5
2018,2,12,Clay,28,Corentin Moutet,Thiago Seyboth Wild,64,1,2,41,22,18,12,7,3,3,0,2,40,22,9,9,7,1,6
2018,2,12,Clay,28,Alessandro Giannessi,Guilherme Clezar,151,2,7,106,75,53,14,15,3,5,6,4,95,59,40,19,16,2,7
2018,2,12,Clay,28,Tommy Robredo,Sebastian Ofner,123,5,3,72,36,27,24,13,4,5,3,1,88,46,30,19,14,7,12
2018,2,19,Clay,32,Lucas Pouille,Ilya Ivashka,86,10,3,83,44,38,15,11,5,7,8,0,58,34,27,10,10,1,4
2018,2,19,Clay,32,Lucas Pouille,Filip Krajinovic,115,20,4,97,58,44,24,15,3,4,9,1,89,63,51,17,16,1,2
2018,2,19,Clay,32,Karen Khachanov,Tomas Berdych,75,8,1,46,29,26,9,8,3,3,3,2,75,48,32,6,9,10,14
2018,2,19,Clay,32,Karen Khachanov,Lucas Pouille,109,16,2,80,54,41,18,16,1,3,13,4,101,61,47,21,17,7,10
2018,2,19,Clay,32,Tomas Berdych,Damir Dzumhur,56,5,0,40,31,24,5,6,1,2,0,1,49,33,21,9,6,4,5
2018,2,19,Clay,32,Karen Khachanov,Julien Benneteau,84,16,3,59,41,34,8,10,1,2,6,2,76,45,29,13,10,8,11
2018,2,19,Clay,32,Ilya Ivashka,Nicolas Mahut,119,13,2,88,53,43,20,16,2,4,5,3,107,79,51,13,15,10,13
2018,2,19,Clay,32,Ilya Ivashka,Stan Wawrinka,55,3,2,39,25,18,8,6,3,4,3,1,47,27,16,10,6,7,9
2018,2,19,Clay,32,Tomas Berdych,Stefano Travaglia,134,12,0,97,62,46,19,16,3,5,18,4,103,59,45,22,17,4,7
2018,2,19,Clay,32,Lucas Pouille,Pierre-Hugues Herbert,126,10,6,92,51,42,23,15,2,4,15,6,100,63,50,17,16,2,4
2018,2,19,Clay,32,Julien Benneteau,Roberto Bautista Agut,131,25,6,112,68,54,19,12,8,9,7,0,79,46,36,20,12,3,4
2018,2,19,Clay,32,Nicolas Mahut,Gilles Muller,101,8,5,72,45,37,15,13,0,1,17,2,75,48,39,12,14,3,6
2018,2,19,Clay,32,Filip Krajinovic,Gilles Simon,82,2,3,64,33,25,14,9,3,5,4,4,59,34,22,7,9,5,10
2018,2,19,Clay,32,Damir Dzumhur,Thomas Fabbiano,176,8,3,129,89,60,22,18,4,8,2,5,134,94,58,23,18,6,10
2018,2,19,Clay,32,Karen Khachanov,Mischa Zverev,51,4,0,43,24,20,14,8,2,2,5,0,42,23,13,8,7,0,4
2018,2,19,Clay,32,Damir Dzumhur,Mikhail Kukushkin,176,7,6,120,63,42,32,16,8,10,2,0,116,76,43,21,15,9,13
2018,2,19,Clay,32,Filip Krajinovic,Joao Sousa,118,6,2,93,58,39,21,15,2,5,6,1,85,54,36,17,14,0,3
2018,2,19,Clay,32,Gilles Muller,Sergiy Stakhovsky,80,15,1,63,43,36,13,11,7,7,11,0,58,35,26,12,10,3,5
2018,2,19,Clay,32,Karen Khachanov,Ruben Bemelmans,77,15,0,66,52,41,9,10,4,4,8,0,70,51,39,8,11,1,3
2018,2,19,Clay,32,Julien Benneteau,Malek Jaziri,77,6,1,57,35,26,13,9,3,3,3,0,62,37,26,9,10,4,7
2018,2,19,Clay,32,Thomas Fabbiano,Felix Auger-Aliassime,79,1,3,67,52,34,9,10,3,4,7,0,55,31,21,12,9,3,6
2018,2,19,Clay,32,Pierre-Hugues Herbert,Norbert Gombos,89,9,1,70,43,37,13,10,2,2,8,2,65,37,28,12,10,2,4
2018,2,19,Clay,32,Ilya Ivashka,Laslo Djere,80,1,0,62,40,29,12,8,4,4,2,4,55,33,19,7,8,9,13
2018,2,19,Clay,32,Nicolas Mahut,Stefanos Tsitsipas,86,10,1,64,42,39,14,12,0,0,10,1,72,42,34,16,12,1,2
2018,2,19,Clay,32,Gilles Simon,Maximilian Marterer,112,5,3,78,51,37,14,12,2,4,3,1,76,49,35,14,12,1,3
2018,2,19,Clay,32,Ruben Bemelmans,Calvin Hemery,74,4,2,53,32,29,14,10,4,4,9,2,59,39,29,9,10,0,2
2018,2,19,Clay,32,Stefano Travaglia,Hugo Gaston,60,7,2,42,24,20,12,8,0,0,4,1,55,26,16,11,8,2,6
2018,2,19,Clay,32,Mischa Zverev,Blaz Kavcic,73,6,1,50,32,25,9,10,0,2,2,1,67,49,29,7,10,7,11
2018,2,19,Clay,32,Norbert Gombos,Sergiy Stakhovsky,63,6,0,48,24,21,15,9,2,3,6,1,55,30,20,9,9,1,5
2018,2,19,Clay,32,Ilya Ivashka,Kenny De Schepper,81,5,0,59,40,32,8,10,0,1,3,2,64,42,27,9,9,8,11
2018,2,19,Clay,32,Stefano Travaglia,Yannick Maden,115,25,2,88,56,47,15,12,5,5,6,2,83,49,37,20,12,4,4
2018,2,19,Clay,32,Kenny De Schepper,Quentin Halys,67,6,1,56,36,29,11,10,0,1,5,5,55,33,24,7,9,4,7
2018,2,19,Clay,32,Ruben Bemelmans,Javier Marti,53,4,1,39,25,21,8,7,1,1,0,1,49,26,15,5,7,7,12
2018,2,19,Clay,32,Stefano Travaglia,Alexei Popyrin,76,10,5,66,32,30,15,10,0,1,4,1,67,47,31,9,10,3,6
2018,2,19,Clay,32,Norbert Gombos,Antoine Hoang,65,5,2,55,34,29,11,9,3,3,2,1,54,37,23,8,9,5,8
2018,2,19,Clay,32,Ilya Ivashka,Oscar Otte,110,13,2,82,55,43,15,15,0,3,5,6,101,61,38,20,14,5,9
2018,2,19,Clay,32,Calvin Hemery,Geoffrey Blancaneaux,83,11,3,65,41,35,11,10,4,5,3,0,59,38,29,8,10,0,3
2018,2,19,Clay,32,Yannick Maden,Ricardo Ojeda Lara,47,6,1,35,24,20,8,7,0,0,1,1,35,21,9,4,6,2,7
2018,2,19,Clay,32,Sergiy Stakhovsky,Matthias Bachinger,97,6,2,64,41,29,10,13,1,5,6,4,93,61,37,11,13,2,7
2018,2,19,Hard,28,Frances Tiafoe,Denis Shapovalov,71,3,0,53,38,32,9,11,0,1,8,3,55,31,23,13,11,2,5
